GO.ID	Actual	Total	Expected	p_val	p.adj	Term	Gene_Names	Haploblock	Haplotype
GO:0006355	37	80	23.7121212121212	1.63955401123975e-06	0.00019510692733753	regulation of transcription, DNA-templated	Ha412HOChr14g0659391,Ha412HOChr14g0659621,Ha412HOChr14g0660721,Ha412HOChr14g0662581,Ha412HOChr14g0662681,Ha412HOChr14g0662791,Ha412HOChr14g0663851,Ha412HOChr14g0663931,Ha412HOChr14g0663971,Ha412HOChr14g0665221,Ha412HOChr14g0665441,Ha412HOChr14g0666171,Ha412HOChr14g0667511,Ha412HOChr14g0667781,Ha412HOChr14g0668951,Ha412HOChr14g0669171,Ha412HOChr14g0670001,Ha412HOChr14g0671061,Ha412HOChr14g0671081,Ha412HOChr14g0671411,Ha412HOChr14g0671461,Ha412HOChr14g0671931,Ha412HOChr14g0672081,Ha412HOChr14g0672131,Ha412HOChr14g0672291,Ha412HOChr14g0673021,Ha412HOChr14g0673141,Ha412HOChr14g0673601,Ha412HOChr14g0674391,Ha412HOChr14g0674701,Ha412HOChr14g0676401,Ha412HOChr14g0677361,Ha412HOChr14g0677911,Ha412HOChr14g0678201,Ha412HOChr14g0679791,Ha412HOChr14g0680991,Ha412HOChr14g0681171	PETFAL_14_syn1	0
GO:0010200	7	7	2.21700879765396	4.003685812817e-05	0.00216199033892118	response to chitin	Ha412HOChr09g0393251,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0397131,Ha412HOChr09g0400081	PETPET_09_syn1	0
GO:0009617	7	8	2.53372434017595	0.000256254008245686	0.0044587077021186	response to bacterium	Ha412HOChr09g0394361,Ha412HOChr09g0394411,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395761	PETPET_09_syn1	0
GO:0042742	11	17	5.3841642228739	0.000330274644601378	0.0044587077021186	defense response to bacterium	Ha412HOChr09g0392941,Ha412HOChr09g0393041,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395241,Ha412HOChr09g0395661,Ha412HOChr09g0397131,Ha412HOChr09g0397251,Ha412HOChr09g0401581	PETPET_09_syn1	0
GO:0045892	6	6	1.90029325513196	0.00017388557010568	0.0044587077021186	negative regulation of transcription, DNA-templated	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395661,Ha412HOChr09g0403011	PETPET_09_syn1	0
GO:0009625	5	5	1.58357771260997	0.000749564981814774	0.00505956362724972	response to insect	Ha412HOChr09g0392941,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0009864	5	5	1.58357771260997	0.000749564981814774	0.00505956362724972	induced systemic resistance, jasmonic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0402791	PETPET_09_syn1	0
GO:0047484	5	5	1.58357771260997	0.000749564981814774	0.00505956362724972	regulation of response to osmotic stress	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291	PETPET_09_syn1	0
GO:2000070	5	5	1.58357771260997	0.000749564981814774	0.00505956362724972	regulation of response to water deprivation	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395811	PETPET_09_syn1	0
GO:0000302	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	response to reactive oxygen species	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0009682	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	induced systemic resistance	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0009759	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	indole glucosinolate biosynthetic process	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0009862	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	systemic acquired resistance, salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0010104	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	regulation of ethylene-activated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0010120	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	camalexin biosynthetic process	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0031347	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	regulation of defense response	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0080151	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	positive regulation of salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0080187	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	floral organ senescence	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:1900056	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	negative regulation of leaf senescence	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:1900457	4	4	1.26686217008798	0.00320727323949591	0.0091154081543568	regulation of brassinosteroid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0006970	5	6	1.90029325513196	0.00362796204036024	0.00932904524664062	response to osmotic stress	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291	PETPET_09_syn1	0
GO:0010150	5	6	1.90029325513196	0.00362796204036024	0.00932904524664062	leaf senescence	Ha412HOChr09g0392841,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0006355	12	26	8.23460410557185	0.00927056055620433	0.0217656639145667	regulation of transcription, DNA-templated	Ha412HOChr09g0393251,Ha412HOChr09g0394211,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291,Ha412HOChr09g0397051,Ha412HOChr09g0397251,Ha412HOChr09g0401581,Ha412HOChr09g0402411,Ha412HOChr09g0403311	PETPET_09_syn1	0
GO:0071456	5	7	2.21700879765396	0.010255422536334	0.0230747007067515	cellular response to hypoxia	Ha412HOChr09g0393251,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:2000022	4	5	1.58357771260997	0.0130381062702204	0.0270791437919962	regulation of jasmonic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:2000031	4	5	1.58357771260997	0.0130381062702204	0.0270791437919962	regulation of salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	0
GO:0010118	3	3	0.950146627565982	0.0136232749030017	0.0272465498060034	stomatal movement	Ha412HOChr09g0392941,Ha412HOChr09g0393431,Ha412HOChr09g0403311	PETPET_09_syn1	0
GO:0006355	18	26	11.9706744868035	5.58628069502862e-05	0.00187140403283459	regulation of transcription, DNA-templated	Ha412HOChr09g0392951,Ha412HOChr09g0393251,Ha412HOChr09g0393691,Ha412HOChr09g0393851,Ha412HOChr09g0394211,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291,Ha412HOChr09g0396601,Ha412HOChr09g0397051,Ha412HOChr09g0397251,Ha412HOChr09g0400971,Ha412HOChr09g0400981,Ha412HOChr09g0401581,Ha412HOChr09g0401931,Ha412HOChr09g0403311	PETPET_09_syn1	2
GO:0009617	8	8	3.68328445747801	8.61364214299497e-05	0.00192371341193554	response to bacterium	Ha412HOChr09g0394361,Ha412HOChr09g0394411,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395761,Ha412HOChr09g0402161	PETPET_09_syn1	2
GO:0042742	13	17	7.82697947214076	0.000139953279611823	0.00234421743349804	defense response to bacterium	Ha412HOChr09g0392941,Ha412HOChr09g0393041,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395241,Ha412HOChr09g0395661,Ha412HOChr09g0397131,Ha412HOChr09g0397251,Ha412HOChr09g0401581,Ha412HOChr09g0401911,Ha412HOChr09g0402761	PETPET_09_syn1	2
GO:0010200	7	7	3.22287390029325	0.000281953219480702	0.00377817314104141	response to chitin	Ha412HOChr09g0393251,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0397131,Ha412HOChr09g0400081	PETPET_09_syn1	2
GO:0009625	5	5	2.30205278592375	0.00297967258210008	0.0166365052500588	response to insect	Ha412HOChr09g0392941,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0047484	5	5	2.30205278592375	0.00297967258210008	0.0166365052500588	regulation of response to osmotic stress	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291	PETPET_09_syn1	2
GO:0050832	10	14	6.44574780058651	0.00221368293451925	0.0166365052500588	defense response to fungus	Ha412HOChr09g0392941,Ha412HOChr09g0393251,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0396101,Ha412HOChr09g0399951,Ha412HOChr09g0399981,Ha412HOChr09g0401911	PETPET_09_syn1	2
GO:2000022	5	5	2.30205278592375	0.00297967258210008	0.0166365052500588	regulation of jasmonic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0401911	PETPET_09_syn1	2
GO:2000031	5	5	2.30205278592375	0.00297967258210008	0.0166365052500588	regulation of salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0402161	PETPET_09_syn1	2
GO:2000070	5	5	2.30205278592375	0.00297967258210008	0.0166365052500588	regulation of response to water deprivation	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395811	PETPET_09_syn1	2
GO:0045893	6	7	3.22287390029325	0.00473905477511272	0.0244243592255809	positive regulation of transcription, DNA-templated	Ha412HOChr09g0393351,Ha412HOChr09g0393851,Ha412HOChr09g0395291,Ha412HOChr09g0396431,Ha412HOChr09g0400081,Ha412HOChr09g0403311	PETPET_09_syn1	2
GO:0000302	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	response to reactive oxygen species	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0009682	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	induced systemic resistance	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0009759	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	indole glucosinolate biosynthetic process	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0009862	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	systemic acquired resistance, salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0010104	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	regulation of ethylene-activated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0010120	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	camalexin biosynthetic process	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0031347	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	regulation of defense response	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0080151	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	positive regulation of salicylic acid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0080187	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	floral organ senescence	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:1900056	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	negative regulation of leaf senescence	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:1900457	4	4	1.841642228739	0.00962064219318589	0.0268576261226439	regulation of brassinosteroid mediated signaling pathway	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0006970	5	6	2.7624633431085	0.0132846254268884	0.0329655519852416	response to osmotic stress	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395291	PETPET_09_syn1	2
GO:0010150	5	6	2.7624633431085	0.0132846254268884	0.0329655519852416	leaf senescence	Ha412HOChr09g0392841,Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771	PETPET_09_syn1	2
GO:0045892	5	6	2.7624633431085	0.0132846254268884	0.0329655519852416	negative regulation of transcription, DNA-templated	Ha412HOChr09g0394651,Ha412HOChr09g0394661,Ha412HOChr09g0394731,Ha412HOChr09g0394771,Ha412HOChr09g0395661	PETPET_09_syn1	2
GO:0046777	22	45	16.3585607940447	0.000932141465626469	0.0484713562125764	protein autophosphorylation	Ha412HOChr11g0482731,Ha412HOChr11g0487911,Ha412HOChr11g0487991,Ha412HOChr11g0488031,Ha412HOChr11g0488071,Ha412HOChr11g0488131,Ha412HOChr11g0488251,Ha412HOChr11g0488401,Ha412HOChr11g0488471,Ha412HOChr11g0488501,Ha412HOChr11g0488571,Ha412HOChr11g0488621,Ha412HOChr11g0489221,Ha412HOChr11g0489531,Ha412HOChr11g0490661,Ha412HOChr11g0496141,Ha412HOChr11g0496201,Ha412HOChr11g0496231,Ha412HOChr11g0496251,Ha412HOChr11g0496301,Ha412HOChr11g0499051,Ha412HOChr11g0499651	PETPET_11_syn1	0
GO:0006357	5	6	1.34362934362934	0.000913224857104691	0.026483520856036	regulation of transcription by RNA polymerase II	Ha412HOChr17g0810241,Ha412HOChr17g0810861,Ha412HOChr17g0811061,Ha412HOChr17g0811571,Ha412HOChr17g0815181	PETPET_17_syn1	2
