GO.ID	Actual	Total	Expected	p_val	p.adj	Term	Gene_Names	Haploblock
GO:0046777	37	954	12.003235373416	1.32867598510676e-09	4.19861611293736e-08	protein autophosphorylation	Ha412HOChr11g0487911,Ha412HOChr11g0487981,Ha412HOChr11g0487991,Ha412HOChr11g0488001,Ha412HOChr11g0488011,Ha412HOChr11g0488031,Ha412HOChr11g0488051,Ha412HOChr11g0488071,Ha412HOChr11g0488131,Ha412HOChr11g0488141,Ha412HOChr11g0488251,Ha412HOChr11g0488291,Ha412HOChr11g0488311,Ha412HOChr11g0488401,Ha412HOChr11g0488411,Ha412HOChr11g0488421,Ha412HOChr11g0488451,Ha412HOChr11g0488461,Ha412HOChr11g0488471,Ha412HOChr11g0488501,Ha412HOChr11g0488571,Ha412HOChr11g0488621,Ha412HOChr11g0489221,Ha412HOChr11g0489531,Ha412HOChr11g0490661,Ha412HOChr11g0493331,Ha412HOChr11g0495351,Ha412HOChr11g0496141,Ha412HOChr11g0496201,Ha412HOChr11g0496221,Ha412HOChr11g0496231,Ha412HOChr11g0496251,Ha412HOChr11g0496301,Ha412HOChr11g0496351,Ha412HOChr11g0496371,Ha412HOChr11g0497151,Ha412HOChr11g0497171	ANN_11_01
GO:0048193	2	14	0.176148108205266	0.012698603776257	0.0351996385376948	Golgi vesicle transport	Ha412HOChr11g0490541,Ha412HOChr11g0491941	ANN_11_01
GO:0048211	2	6	0.0754920463736856	0.00223536420302207	0.00905609087378172	Golgi vesicle docking	Ha412HOChr11g0489731,Ha412HOChr11g0489741	ANN_11_01
GO:0048544	53	244	3.07000988586322	7.69937612333158e-50	1.21650142748639e-47	recognition of pollen	Ha412HOChr11g0489351,Ha412HOChr11g0489361,Ha412HOChr11g0490371,Ha412HOChr11g0490381,Ha412HOChr11g0490391,Ha412HOChr11g0490421,Ha412HOChr11g0490471,Ha412HOChr11g0490481,Ha412HOChr11g0490501,Ha412HOChr11g0490511,Ha412HOChr11g0490531,Ha412HOChr11g0490561,Ha412HOChr11g0490571,Ha412HOChr11g0490621,Ha412HOChr11g0490651,Ha412HOChr11g0490661,Ha412HOChr11g0490681,Ha412HOChr11g0490741,Ha412HOChr11g0490751,Ha412HOChr11g0490771,Ha412HOChr11g0490791,Ha412HOChr11g0490801,Ha412HOChr11g0490811,Ha412HOChr11g0490881,Ha412HOChr11g0490891,Ha412HOChr11g0490921,Ha412HOChr11g0490961,Ha412HOChr11g0491021,Ha412HOChr11g0491051,Ha412HOChr11g0491061,Ha412HOChr11g0491121,Ha412HOChr11g0491141,Ha412HOChr11g0491231,Ha412HOChr11g0491241,Ha412HOChr11g0491251,Ha412HOChr11g0491261,Ha412HOChr11g0491301,Ha412HOChr11g0491321,Ha412HOChr11g0491441,Ha412HOChr11g0491451,Ha412HOChr11g0491461,Ha412HOChr11g0493481,Ha412HOChr11g0493491,Ha412HOChr11g0493501,Ha412HOChr11g0493791,Ha412HOChr11g0494081,Ha412HOChr11g0494091,Ha412HOChr11g0494111,Ha412HOChr11g0494121,Ha412HOChr11g0494151,Ha412HOChr11g0494211,Ha412HOChr11g0494221,Ha412HOChr11g0494251	ANN_11_01
GO:0048765	4	42	0.528444324615799	0.00181128185374537	0.00792404941361363	root hair cell differentiation	Ha412HOChr11g0493171,Ha412HOChr11g0493181,Ha412HOChr11g0493201,Ha412HOChr11g0493221	ANN_11_01
GO:0051026	3	36	0.452952278242114	0.0100384052768761	0.0305013083412774	chiasma assembly	Ha412HOChr11g0492721,Ha412HOChr11g0492731,Ha412HOChr11g0492751	ANN_11_01
GO:0051228	2	17	0.213894131392109	0.0185187492526802	0.0443327633624768	mitotic spindle disassembly	Ha412HOChr11g0487921,Ha412HOChr11g0487931	ANN_11_01
GO:0052541	4	7	0.0880740541026332	7.985728356447e-07	1.57718135039828e-05	plant-type cell wall cellulose metabolic process	Ha412HOChr11g0493171,Ha412HOChr11g0493181,Ha412HOChr11g0493201,Ha412HOChr11g0493221	ANN_11_01
GO:0071257	2	13	0.163566100476319	0.0109739747386345	0.0321090371982269	cellular response to electrical stimulus	Ha412HOChr11g0492701,Ha412HOChr11g0492711	ANN_11_01
GO:0071577	3	35	0.440370270513166	0.00928609514831235	0.0287686869300657	zinc ion transmembrane transport	Ha412HOChr11g0492771,Ha412HOChr11g0492781,Ha412HOChr11g0492811	ANN_11_01
GO:0080051	5	13	0.163566100476319	3.42946415943978e-07	7.80173380967878e-06	cutin transport	Ha412HOChr11g0492111,Ha412HOChr11g0492121,Ha412HOChr11g0492191,Ha412HOChr11g0492201,Ha412HOChr11g0492251	ANN_11_01
GO:0080110	2	17	0.213894131392109	0.0185187492526802	0.0443327633624768	sporopollenin biosynthetic process	Ha412HOChr11g0494381,Ha412HOChr11g0494391	ANN_11_01
GO:0080144	2	17	0.213894131392109	0.0185187492526802	0.0443327633624768	amino acid homeostasis	Ha412HOChr11g0496531,Ha412HOChr11g0496551	ANN_11_01
GO:0090698	3	16	0.201312123663162	0.000945761662475526	0.00482033363455268	post-embryonic plant morphogenesis	Ha412HOChr11g0494591,Ha412HOChr11g0494621,Ha412HOChr11g0494641	ANN_11_01
GO:0097352	2	17	0.213894131392109	0.0185187492526802	0.0443327633624768	autophagosome maturation	Ha412HOChr11g0487921,Ha412HOChr11g0487931	ANN_11_01
GO:0097623	2	14	0.176148108205266	0.012698603776257	0.0351996385376948	potassium ion export across plasma membrane	Ha412HOChr11g0492701,Ha412HOChr11g0492711	ANN_11_01
GO:1902184	2	4	0.0503280309157904	0.000909035704775206	0.00478758804514942	negative regulation of shoot apical meristem development	Ha412HOChr11g0487881,Ha412HOChr11g0487891	ANN_11_01
GO:0000209	18	170	4.92465773943261	1.64789046878818e-06	0.000111067817596323	protein polyubiquitination	Ha412HOChr13g0598621,Ha412HOChr13g0601611,Ha412HOChr13g0602991,Ha412HOChr13g0603001,Ha412HOChr13g0603011,Ha412HOChr13g0603021,Ha412HOChr13g0603031,Ha412HOChr13g0603041,Ha412HOChr13g0603051,Ha412HOChr13g0603061,Ha412HOChr13g0603071,Ha412HOChr13g0603081,Ha412HOChr13g0603091,Ha412HOChr13g0603101,Ha412HOChr13g0603131,Ha412HOChr13g0605921,Ha412HOChr13g0609071,Ha412HOChr13g0609081	ANN_13_01
GO:0005975	28	462	13.3834816212816	0.00014273106385267	0.00274245419632293	carbohydrate metabolic process	Ha412HOChr13g0586161,Ha412HOChr13g0587091,Ha412HOChr13g0587841,Ha412HOChr13g0588581,Ha412HOChr13g0591531,Ha412HOChr13g0591541,Ha412HOChr13g0593251,Ha412HOChr13g0594261,Ha412HOChr13g0594731,Ha412HOChr13g0596271,Ha412HOChr13g0596331,Ha412HOChr13g0598201,Ha412HOChr13g0602091,Ha412HOChr13g0602411,Ha412HOChr13g0604051,Ha412HOChr13g0604081,Ha412HOChr13g0604091,Ha412HOChr13g0604101,Ha412HOChr13g0604121,Ha412HOChr13g0604321,Ha412HOChr13g0604341,Ha412HOChr13g0604351,Ha412HOChr13g0604361,Ha412HOChr13g0604461,Ha412HOChr13g0604471,Ha412HOChr13g0605261,Ha412HOChr13g0606161,Ha412HOChr13g0606661	ANN_13_01
GO:0006511	31	575	16.6569305892574	0.000498545427462695	0.00730477430673601	ubiquitin-dependent protein catabolic process	Ha412HOChr13g0585641,Ha412HOChr13g0586991,Ha412HOChr13g0589621,Ha412HOChr13g0590821,Ha412HOChr13g0591421,Ha412HOChr13g0591661,Ha412HOChr13g0592531,Ha412HOChr13g0592991,Ha412HOChr13g0597521,Ha412HOChr13g0599191,Ha412HOChr13g0600451,Ha412HOChr13g0601611,Ha412HOChr13g0602901,Ha412HOChr13g0602991,Ha412HOChr13g0603001,Ha412HOChr13g0603011,Ha412HOChr13g0603021,Ha412HOChr13g0603031,Ha412HOChr13g0603041,Ha412HOChr13g0603051,Ha412HOChr13g0603061,Ha412HOChr13g0603071,Ha412HOChr13g0603081,Ha412HOChr13g0603091,Ha412HOChr13g0603101,Ha412HOChr13g0603131,Ha412HOChr13g0604411,Ha412HOChr13g0605921,Ha412HOChr13g0607021,Ha412HOChr13g0608751,Ha412HOChr13g0609121	ANN_13_01
GO:0006559	5	40	1.15874299751356	0.00509043321232529	0.0469093470497674	L-phenylalanine catabolic process	Ha412HOChr13g0599591,Ha412HOChr13g0600991,Ha412HOChr13g0601001,Ha412HOChr13g0601021,Ha412HOChr13g0601051	ANN_13_01
GO:0009699	7	42	1.21668014738923	0.000156535762325376	0.0027764501001922	phenylpropanoid biosynthetic process	Ha412HOChr13g0600991,Ha412HOChr13g0601001,Ha412HOChr13g0601021,Ha412HOChr13g0601051,Ha412HOChr13g0606551,Ha412HOChr13g0606621,Ha412HOChr13g0606641	ANN_13_01
GO:0009800	4	10	0.289685749378389	0.000114477404870889	0.0024111803400931	cinnamic acid biosynthetic process	Ha412HOChr13g0600991,Ha412HOChr13g0601001,Ha412HOChr13g0601021,Ha412HOChr13g0601051	ANN_13_01
GO:0009915	5	20	0.579371498756778	0.0001907926455259	0.00321485607711142	phloem sucrose loading	Ha412HOChr13g0590041,Ha412HOChr13g0606561,Ha412HOChr13g0606571,Ha412HOChr13g0606591,Ha412HOChr13g0606601	ANN_13_01
GO:0009944	7	59	1.70914592133249	0.00130913702206285	0.0169684298628916	polarity specification of adaxial/abaxial axis	Ha412HOChr13g0589401,Ha412HOChr13g0589681,Ha412HOChr13g0593861,Ha412HOChr13g0594591,Ha412HOChr13g0596691,Ha412HOChr13g0599991,Ha412HOChr13g0603721	ANN_13_01
GO:0010106	5	18	0.5214343488811	0.000110489957085501	0.0024111803400931	cellular response to iron ion starvation	Ha412HOChr13g0589901,Ha412HOChr13g0589951,Ha412HOChr13g0589961,Ha412HOChr13g0590011,Ha412HOChr13g0591661	ANN_13_01
GO:0010189	7	38	1.10080584763788	8.0745704818434e-05	0.00226760854365102	vitamin E biosynthetic process	Ha412HOChr13g0584531,Ha412HOChr13g0585501,Ha412HOChr13g0590041,Ha412HOChr13g0606561,Ha412HOChr13g0606571,Ha412HOChr13g0606591,Ha412HOChr13g0606601	ANN_13_01
GO:0010224	14	152	4.40322339055151	0.000107081681750637	0.0024111803400931	response to UV-B	Ha412HOChr13g0589521,Ha412HOChr13g0595631,Ha412HOChr13g0595701,Ha412HOChr13g0595711,Ha412HOChr13g0600991,Ha412HOChr13g0601001,Ha412HOChr13g0601021,Ha412HOChr13g0601051,Ha412HOChr13g0601871,Ha412HOChr13g0601881,Ha412HOChr13g0601931,Ha412HOChr13g0601941,Ha412HOChr13g0602011,Ha412HOChr13g0604031	ANN_13_01
GO:0010324	3	3	0.0869057248135167	2.22466429158232e-05	0.000833013184736935	membrane invagination	Ha412HOChr13g0604791,Ha412HOChr13g0604801,Ha412HOChr13g0604811	ANN_13_01
GO:0010421	3	6	0.173811449627033	0.000417459289217519	0.0063947172939229	hydrogen peroxide-mediated programmed cell death	Ha412HOChr13g0606551,Ha412HOChr13g0606621,Ha412HOChr13g0606641	ANN_13_01
GO:0010597	6	16	0.463497199005422	3.08257207187968e-06	0.000173137798037242	green leaf volatile biosynthetic process	Ha412HOChr13g0605991,Ha412HOChr13g0606041,Ha412HOChr13g0606111,Ha412HOChr13g0606121,Ha412HOChr13g0606131,Ha412HOChr13g0606151	ANN_13_01
GO:0015741	2	4	0.115874299751356	0.00457467647986877	0.0440475992490222	fumarate transport	Ha412HOChr13g0607751,Ha412HOChr13g0607771	ANN_13_01
GO:0015743	6	21	0.608340073694617	1.85140870231499e-05	0.00077990591585019	malate transport	Ha412HOChr13g0598891,Ha412HOChr13g0598901,Ha412HOChr13g0598911,Ha412HOChr13g0598921,Ha412HOChr13g0607751,Ha412HOChr13g0607771	ANN_13_01
GO:0015744	2	4	0.115874299751356	0.00457467647986877	0.0440475992490222	succinate transport	Ha412HOChr13g0607751,Ha412HOChr13g0607771	ANN_13_01
GO:0016099	5	19	0.550402923818939	0.00014648123303802	0.00274245419632293	monoterpenoid biosynthetic process	Ha412HOChr13g0600071,Ha412HOChr13g0600161,Ha412HOChr13g0600371,Ha412HOChr13g0600431,Ha412HOChr13g0600441	ANN_13_01
GO:0016114	7	57	1.65120877145682	0.00106494741352993	0.0143554911343835	terpenoid biosynthetic process	Ha412HOChr13g0600071,Ha412HOChr13g0600161,Ha412HOChr13g0600241,Ha412HOChr13g0600331,Ha412HOChr13g0600371,Ha412HOChr13g0600431,Ha412HOChr13g0600441	ANN_13_01
GO:0016131	5	22	0.637308648632456	0.000309270521967398	0.0049630555191911	brassinosteroid metabolic process	Ha412HOChr13g0601891,Ha412HOChr13g0601901,Ha412HOChr13g0601911,Ha412HOChr13g0601951,Ha412HOChr13g0602031	ANN_13_01
GO:0030155	6	10	0.289685749378389	9.34685847538611e-08	1.15253838433939e-05	regulation of cell adhesion	Ha412HOChr13g0598021,Ha412HOChr13g0598031,Ha412HOChr13g0598051,Ha412HOChr13g0598061,Ha412HOChr13g0599991,Ha412HOChr13g0608281	ANN_13_01
GO:0032436	13	70	2.02780024564872	6.93572138868662e-08	1.15253838433939e-05	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	Ha412HOChr13g0602991,Ha412HOChr13g0603001,Ha412HOChr13g0603011,Ha412HOChr13g0603021,Ha412HOChr13g0603031,Ha412HOChr13g0603041,Ha412HOChr13g0603051,Ha412HOChr13g0603061,Ha412HOChr13g0603071,Ha412HOChr13g0603081,Ha412HOChr13g0603091,Ha412HOChr13g0603101,Ha412HOChr13g0603131	ANN_13_01
GO:0034440	6	28	0.811120098259489	0.000108619637721655	0.0024111803400931	lipid oxidation	Ha412HOChr13g0605991,Ha412HOChr13g0606041,Ha412HOChr13g0606111,Ha412HOChr13g0606121,Ha412HOChr13g0606131,Ha412HOChr13g0606151	ANN_13_01
GO:0042362	5	15	0.434528624067583	4.15471467682162e-05	0.00140013884608889	fat-soluble vitamin biosynthetic process	Ha412HOChr13g0590041,Ha412HOChr13g0606561,Ha412HOChr13g0606571,Ha412HOChr13g0606591,Ha412HOChr13g0606601	ANN_13_01
GO:0043086	9	54	1.5643030466433	1.82599722033079e-05	0.00077990591585019	negative regulation of catalytic activity	Ha412HOChr13g0594961,Ha412HOChr13g0594971,Ha412HOChr13g0594981,Ha412HOChr13g0594991,Ha412HOChr13g0595001,Ha412HOChr13g0595061,Ha412HOChr13g0595071,Ha412HOChr13g0595081,Ha412HOChr13g0609091	ANN_13_01
GO:0045454	7	66	1.91192594589737	0.00252319247099464	0.0283438620908398	cell redox homeostasis	Ha412HOChr13g0585781,Ha412HOChr13g0587101,Ha412HOChr13g0588651,Ha412HOChr13g0598741,Ha412HOChr13g0601401,Ha412HOChr13g0607811,Ha412HOChr13g0609091	ANN_13_01
GO:0046185	2	4	0.115874299751356	0.00457467647986877	0.0440475992490222	aldehyde catabolic process	Ha412HOChr13g0586621,Ha412HOChr13g0586711	ANN_13_01
GO:0046274	4	9	0.26071717444055	7.02549737355106e-05	0.00215235692262428	lignin catabolic process	Ha412HOChr13g0600991,Ha412HOChr13g0601001,Ha412HOChr13g0601021,Ha412HOChr13g0601051	ANN_13_01
GO:0046939	2	4	0.115874299751356	0.00457467647986877	0.0440475992490222	nucleotide phosphorylation	Ha412HOChr13g0585061,Ha412HOChr13g0602951	ANN_13_01
GO:0051707	7	55	1.59327162158114	0.000858027673696252	0.0120481385848182	response to other organism	Ha412HOChr13g0588751,Ha412HOChr13g0605991,Ha412HOChr13g0606041,Ha412HOChr13g0606111,Ha412HOChr13g0606121,Ha412HOChr13g0606131,Ha412HOChr13g0606151	ANN_13_01
GO:0070070	2	3	0.0869057248135167	0.00233089489319488	0.027086606172644	proton-transporting V-type ATPase complex assembly	Ha412HOChr13g0602321,Ha412HOChr13g0603201	ANN_13_01
GO:0071555	6	48	1.39049159701627	0.00219495367736943	0.0264178353311964	cell wall organization	Ha412HOChr13g0590041,Ha412HOChr13g0606561,Ha412HOChr13g0606571,Ha412HOChr13g0606591,Ha412HOChr13g0606601,Ha412HOChr13g0608741	ANN_13_01
GO:0072659	4	24	0.695245798508133	0.00423260671758544	0.0440475992490222	protein localization to plasma membrane	Ha412HOChr13g0604791,Ha412HOChr13g0604801,Ha412HOChr13g0604811,Ha412HOChr13g0604821	ANN_13_01
GO:0080009	6	13	0.376591474191906	7.1024959158111e-07	5.98385280907085e-05	mRNA methylation	Ha412HOChr13g0598021,Ha412HOChr13g0598031,Ha412HOChr13g0598051,Ha412HOChr13g0598061,Ha412HOChr13g0599031,Ha412HOChr13g0608281	ANN_13_01
GO:0098754	5	6	0.173811449627033	1.02599856172646e-07	1.15253838433939e-05	detoxification	Ha412HOChr13g0601891,Ha412HOChr13g0601901,Ha412HOChr13g0601911,Ha412HOChr13g0601951,Ha412HOChr13g0602031	ANN_13_01
GO:1900386	3	13	0.376591474191906	0.00515028439418811	0.0469093470497674	positive regulation of flavonol biosynthetic process	Ha412HOChr13g0595631,Ha412HOChr13g0595701,Ha412HOChr13g0595711	ANN_13_01
GO:2000024	6	44	1.27461729726491	0.00138850210461899	0.0173305633058	regulation of leaf development	Ha412HOChr13g0589681,Ha412HOChr13g0593861,Ha412HOChr13g0603721,Ha412HOChr13g0603741,Ha412HOChr13g0603751,Ha412HOChr13g0606911	ANN_13_01
GO:0000350	2	4	0.0689014708966178	0.00167915268397978	0.0218289848917371	generation of catalytic spliceosome for second transesterification step	Ha412HOChr15g0733661,Ha412HOChr15g0733671	ANN_15_01
GO:0000472	2	7	0.120577574069081	0.00568171553332825	0.0410346121851485	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Ha412HOChr15g0737521,Ha412HOChr15g0737531	ANN_15_01
GO:0000480	2	7	0.120577574069081	0.00568171553332825	0.0410346121851485	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Ha412HOChr15g0737521,Ha412HOChr15g0737531	ANN_15_01
GO:0002752	3	10	0.172253677241545	0.00053045123531202	0.0136367514434902	cell surface pattern recognition receptor signaling pathway	Ha412HOChr15g0737041,Ha412HOChr15g0737101,Ha412HOChr15g0737111	ANN_15_01
GO:0006335	2	5	0.0861268386207723	0.00276719053835527	0.0276719053835527	DNA replication-dependent nucleosome assembly	Ha412HOChr15g0736151,Ha412HOChr15g0736161	ANN_15_01
GO:0006376	2	4	0.0689014708966178	0.00167915268397978	0.0218289848917371	mRNA splice site selection	Ha412HOChr15g0730051,Ha412HOChr15g0738931	ANN_15_01
GO:0009686	7	71	1.22300110841497	0.000200638226816213	0.0086943231620359	gibberellin biosynthetic process	Ha412HOChr15g0727501,Ha412HOChr15g0727521,Ha412HOChr15g0727531,Ha412HOChr15g0727581,Ha412HOChr15g0728821,Ha412HOChr15g0730431,Ha412HOChr15g0739621	ANN_15_01
GO:0009723	17	373	6.42506216110961	0.000244590080950667	0.00908477443531049	response to ethylene	Ha412HOChr15g0728821,Ha412HOChr15g0731311,Ha412HOChr15g0731321,Ha412HOChr15g0731981,Ha412HOChr15g0732181,Ha412HOChr15g0732231,Ha412HOChr15g0733591,Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261,Ha412HOChr15g0740631	ANN_15_01
GO:0009740	8	139	2.39432611365747	0.00261772194314252	0.0276719053835527	gibberellic acid mediated signaling pathway	Ha412HOChr15g0727501,Ha412HOChr15g0727521,Ha412HOChr15g0727531,Ha412HOChr15g0727581,Ha412HOChr15g0730431,Ha412HOChr15g0731981,Ha412HOChr15g0732451,Ha412HOChr15g0732731	ANN_15_01
GO:0009788	11	197	3.39339744165843	0.000576939484147662	0.0136367514434902	negative regulation of abscisic acid-activated signaling pathway	Ha412HOChr15g0732451,Ha412HOChr15g0733481,Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261	ANN_15_01
GO:0009908	14	229	3.94460920883137	4.09496541036106e-05	0.00266172751673469	flower development	Ha412HOChr15g0727501,Ha412HOChr15g0727521,Ha412HOChr15g0727531,Ha412HOChr15g0727581,Ha412HOChr15g0728441,Ha412HOChr15g0730431,Ha412HOChr15g0730511,Ha412HOChr15g0733191,Ha412HOChr15g0733201,Ha412HOChr15g0733451,Ha412HOChr15g0734851,Ha412HOChr15g0735511,Ha412HOChr15g0735521,Ha412HOChr15g0737291	ANN_15_01
GO:0009938	4	45	0.775141547586951	0.00700276901358122	0.0466851267572081	negative regulation of gibberellic acid mediated signaling pathway	Ha412HOChr15g0731981,Ha412HOChr15g0740711,Ha412HOChr15g0740731,Ha412HOChr15g0740741	ANN_15_01
GO:0010072	5	42	0.723465444414487	0.000693884938597781	0.0147180099140844	primary shoot apical meristem specification	Ha412HOChr15g0740571,Ha412HOChr15g0740701,Ha412HOChr15g0740711,Ha412HOChr15g0740731,Ha412HOChr15g0740741	ANN_15_01
GO:0010118	10	174	2.99721398400288	0.000812571673336927	0.0147180099140844	stomatal movement	Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261,Ha412HOChr15g0736601	ANN_15_01
GO:0010186	2	3	0.0516761031724634	0.000849115956581792	0.0147180099140844	positive regulation of cellular defense response	Ha412HOChr15g0729471,Ha412HOChr15g0729491	ANN_15_01
GO:0010215	4	38	0.654563973517869	0.00380661962593579	0.0340217793602845	cellulose microfibril organization	Ha412HOChr15g0729371,Ha412HOChr15g0734961,Ha412HOChr15g0734971,Ha412HOChr15g0737341	ANN_15_01
GO:0010483	9	94	1.61918456607052	3.19027780126347e-05	0.00266172751673469	pollen tube reception	Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261	ANN_15_01
GO:0018008	2	6	0.103352206344927	0.00410428397828874	0.0340217793602845	N-terminal peptidyl-glycine N-myristoylation	Ha412HOChr15g0731581,Ha412HOChr15g0741241	ANN_15_01
GO:0018279	2	7	0.120577574069081	0.00568171553332825	0.0410346121851485	protein N-linked glycosylation via asparagine	Ha412HOChr15g0731601,Ha412HOChr15g0738331	ANN_15_01
GO:0019725	2	3	0.0516761031724634	0.000849115956581792	0.0147180099140844	cellular homeostasis	Ha412HOChr15g0729471,Ha412HOChr15g0729491	ANN_15_01
GO:0019748	4	46	0.792366915311105	0.00756895884245553	0.0491982324759609	secondary metabolic process	Ha412HOChr15g0742171,Ha412HOChr15g0742211,Ha412HOChr15g0742241,Ha412HOChr15g0742281	ANN_15_01
GO:0030100	2	6	0.103352206344927	0.00410428397828874	0.0340217793602845	regulation of endocytosis	Ha412HOChr15g0732521,Ha412HOChr15g0740821	ANN_15_01
GO:0030308	10	103	1.77421287558791	1.03279147474694e-05	0.00266172751673469	negative regulation of cell growth	Ha412HOChr15g0728141,Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261	ANN_15_01
GO:0032436	5	70	1.20577574069081	0.00670930551296824	0.0459057745624143	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	Ha412HOChr15g0731351,Ha412HOChr15g0734861,Ha412HOChr15g0734871,Ha412HOChr15g0734881,Ha412HOChr15g0740591	ANN_15_01
GO:0032491	3	10	0.172253677241545	0.00053045123531202	0.0136367514434902	detection of molecule of fungal origin	Ha412HOChr15g0737041,Ha412HOChr15g0737101,Ha412HOChr15g0737111	ANN_15_01
GO:0032499	3	10	0.172253677241545	0.00053045123531202	0.0136367514434902	detection of peptidoglycan	Ha412HOChr15g0737041,Ha412HOChr15g0737101,Ha412HOChr15g0737111	ANN_15_01
GO:0032922	9	112	1.9292411851053	0.000126003035059101	0.00655215782307325	circadian regulation of gene expression	Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261	ANN_15_01
GO:0034080	2	5	0.0861268386207723	0.00276719053835527	0.0276719053835527	CENP-A containing nucleosome assembly	Ha412HOChr15g0736151,Ha412HOChr15g0736161	ANN_15_01
GO:0042450	2	6	0.103352206344927	0.00410428397828874	0.0340217793602845	arginine biosynthetic process via ornithine	Ha412HOChr15g0728651,Ha412HOChr15g0738271	ANN_15_01
GO:0042754	2	4	0.0689014708966178	0.00167915268397978	0.0218289848917371	negative regulation of circadian rhythm	Ha412HOChr15g0736201,Ha412HOChr15g0736221	ANN_15_01
GO:0045944	9	184	3.16946766124442	0.00431814891880534	0.0340217793602845	positive regulation of transcription by RNA polymerase II	Ha412HOChr15g0727411,Ha412HOChr15g0728601,Ha412HOChr15g0729191,Ha412HOChr15g0729881,Ha412HOChr15g0730491,Ha412HOChr15g0730511,Ha412HOChr15g0731061,Ha412HOChr15g0731071,Ha412HOChr15g0734851	ANN_15_01
GO:0048364	18	527	9.0777687906294	0.00421733275304231	0.0340217793602845	root development	Ha412HOChr15g0728441,Ha412HOChr15g0729891,Ha412HOChr15g0731141,Ha412HOChr15g0731171,Ha412HOChr15g0734111,Ha412HOChr15g0735061,Ha412HOChr15g0735111,Ha412HOChr15g0735121,Ha412HOChr15g0735181,Ha412HOChr15g0735191,Ha412HOChr15g0735211,Ha412HOChr15g0735221,Ha412HOChr15g0735231,Ha412HOChr15g0735261,Ha412HOChr15g0736391,Ha412HOChr15g0738381,Ha412HOChr15g0740301,Ha412HOChr15g0740821	ANN_15_01
GO:0048366	12	283	4.87477906593571	0.00346192832256203	0.0333370875505973	leaf development	Ha412HOChr15g0727501,Ha412HOChr15g0727521,Ha412HOChr15g0727531,Ha412HOChr15g0727581,Ha412HOChr15g0728441,Ha412HOChr15g0730431,Ha412HOChr15g0736601,Ha412HOChr15g0740181,Ha412HOChr15g0740551,Ha412HOChr15g0740561,Ha412HOChr15g0740571,Ha412HOChr15g0740821	ANN_15_01
GO:0048575	5	22	0.378958089931398	2.83876298620827e-05	0.00266172751673469	short-day photoperiodism, flowering	Ha412HOChr15g0727501,Ha412HOChr15g0727521,Ha412HOChr15g0727531,Ha412HOChr15g0727581,Ha412HOChr15g0730431	ANN_15_01
GO:0055074	3	22	0.378958089931398	0.00585358188396175	0.041133278103515	calcium ion homeostasis	Ha412HOChr15g0735711,Ha412HOChr15g0740421,Ha412HOChr15g0740431	ANN_15_01
GO:0071219	4	34	0.585662502621252	0.00252228148358094	0.0276719053835527	cellular response to molecule of bacterial origin	Ha412HOChr15g0731581,Ha412HOChr15g0737041,Ha412HOChr15g0737101,Ha412HOChr15g0737111	ANN_15_01
GO:0075733	2	5	0.0861268386207723	0.00276719053835527	0.0276719053835527	intracellular transport of virus	Ha412HOChr15g0731581,Ha412HOChr15g0733611	ANN_15_01
GO:0090696	2	4	0.0689014708966178	0.00167915268397978	0.0218289848917371	post-embryonic plant organ development	Ha412HOChr15g0740551,Ha412HOChr15g0740561	ANN_15_01
GO:0097222	2	5	0.0861268386207723	0.00276719053835527	0.0276719053835527	mitochondrial mRNA polyadenylation	Ha412HOChr15g0729251,Ha412HOChr15g0729261	ANN_15_01
