Term	distance	Annotation
GO:0000149	3	SNARE binding
GO:0008134	3	transcription factor binding
GO:0001098	3	basal transcription machinery binding
GO:0001846	3	opsonin binding
GO:0001848	3	complement binding
GO:0001918	3	farnesylated protein binding
GO:0001965	3	G-protein alpha-subunit binding
GO:0001968	3	fibronectin binding
GO:0002039	3	p53 binding
GO:0002046	3	opsin binding
GO:0002162	3	dystroglycan binding
GO:0005521	3	lamin binding
GO:0042393	3	histone binding
GO:0051087	3	chaperone binding
GO:0030674	3	protein binding, bridging
GO:0005102	3	signaling receptor binding
GO:0050839	3	cell adhesion molecule binding
GO:0019838	3	growth factor binding
GO:0005040	3	decoy death receptor activity
GO:0051018	3	protein kinase A binding
GO:0005483	3	soluble NSF attachment protein activity
GO:0005484	3	SNAP receptor activity
GO:0005516	3	calmodulin binding
GO:0005522	3	profilin binding
GO:0046983	3	protein dimerization activity
GO:0008013	3	beta-catenin binding
GO:0008022	3	protein C-terminus binding
GO:0008092	3	cytoskeletal protein binding
GO:0008267	3	poly-glutamine tract binding
GO:0042802	3	identical protein binding
GO:0010313	3	phytochrome binding
GO:0051787	3	misfolded protein binding
GO:0031072	3	heat shock protein binding
GO:0019899	3	enzyme binding
GO:0017147	3	Wnt-protein binding
GO:0019904	3	protein domain specific binding
GO:0019955	3	cytokine binding
GO:0030276	3	clathrin binding
GO:0030332	3	cyclin binding
GO:0030492	3	hemoglobin binding
GO:0030742	3	GTP-dependent protein binding
GO:0030881	3	beta-2-microglobulin binding
GO:0030984	3	kininogen binding
GO:0031249	3	denatured protein binding
GO:0031369	3	translation initiation factor binding
GO:0031423	3	hexon binding
GO:0031681	3	G-protein beta-subunit binding
GO:0031682	3	G-protein gamma-subunit binding
GO:0031720	3	haptoglobin binding
GO:0032182	3	ubiquitin-like protein binding
GO:0032767	3	copper-dependent protein binding
GO:0032794	3	GTPase activating protein binding
GO:0034185	3	apolipoprotein binding
GO:0034189	3	very-low-density lipoprotein particle binding
GO:0034711	3	inhibin binding
GO:0038100	3	nodal binding
GO:0039706	3	co-receptor binding
GO:0044325	3	ion channel binding
GO:0042988	3	X11-like protein binding
GO:0043008	3	ATP-dependent protein binding
GO:0043221	3	SMC family protein binding
GO:0043236	3	laminin binding
GO:0043394	3	proteoglycan binding
GO:0043495	3	protein membrane anchor
GO:0043532	3	angiostatin binding
GO:0043548	3	phosphatidylinositol 3-kinase binding
GO:0043559	3	insulin binding
GO:0043560	3	insulin receptor substrate binding
GO:0043621	3	protein self-association
GO:0044548	3	S100 protein binding
GO:0044730	3	bone sialoprotein binding
GO:0045152	3	antisigma factor binding
GO:0045294	3	alpha-catenin binding
GO:0045295	3	gamma-catenin binding
GO:0045503	3	dynein light chain binding
GO:0045504	3	dynein heavy chain binding
GO:0045505	3	dynein intermediate chain binding
GO:0045569	3	TRAIL binding
GO:0046332	3	SMAD binding
GO:0046977	3	TAP binding
GO:0046980	3	tapasin binding
GO:0047485	3	protein N-terminus binding
GO:0048306	3	calcium-dependent protein binding
GO:0051021	3	GDP-dissociation inhibitor binding
GO:0051219	3	phosphoprotein binding
GO:0051959	3	dynein light intermediate chain binding
GO:0055100	3	adiponectin binding
GO:0061675	3	RBL family protein binding
GO:0061676	3	importin-alpha family protein binding
GO:0061770	3	translation elongation factor binding
GO:0070064	3	proline-rich region binding
GO:0070097	3	delta-catenin binding
GO:0097371	3	MDM2/MDM4 family protein binding
GO:0070678	3	preprotein binding
GO:0070866	3	sterol-dependent protein binding
GO:0071253	3	connexin binding
GO:0071889	3	14-3-3 protein binding
GO:0089710	3	endocytic targeting sequence binding
GO:0089719	3	RHG protein domain binding
GO:0097108	3	hedgehog family protein binding
GO:0097110	3	scaffold protein binding
GO:0097351	3	toxin-antitoxin pair type II binding
GO:0097602	3	cullin family protein binding
GO:0097655	3	serpin family protein binding
GO:0097677	3	STAT family protein binding
GO:0097678	3	SOCS family protein binding
GO:0098632	3	cell-cell adhesion mediator activity
GO:0098769	3	TIMP family protein binding
GO:0098770	3	FBXO family protein binding
GO:0106151	3	CNBH domain intrinsic ligand binding
GO:0140030	3	modification-dependent protein binding
GO:0140081	3	glycosylated region protein binding
GO:1902496	3	protein binding involved in negative regulation of telomere maintenance via telomerase
GO:1990405	3	protein antigen binding
GO:1990430	3	extracellular matrix protein binding
GO:1990763	3	arrestin family protein binding
GO:1990935	3	splicing factor binding
GO:0001876	3	lipoarabinomannan binding
GO:0030247	3	polysaccharide binding
GO:0031490	3	chromatin DNA binding
GO:0031491	3	nucleosome binding
GO:1990188	3	euchromatin binding
GO:1990841	3	promoter-specific chromatin binding
GO:0042605	3	peptide antigen binding
GO:0030882	3	lipid antigen binding
GO:0048029	3	monosaccharide binding
GO:0070492	3	oligosaccharide binding
GO:0120153	3	calcium-dependent carbohydrate binding
GO:0004895	3	cell adhesion receptor activity
GO:0005055	3	laminin receptor activity
GO:0098634	3	cell-matrix adhesion mediator activity
GO:0005550	3	pheromone binding
GO:0001530	3	lipopolysaccharide binding
GO:0005496	3	steroid binding
GO:0005504	3	fatty acid binding
GO:0005543	3	phospholipid binding
GO:0071723	3	lipopeptide binding
GO:0017129	3	triglyceride binding
GO:0019840	3	isoprenoid binding
GO:0019992	3	diacylglycerol binding
GO:0046625	3	sphingolipid binding
GO:0051861	3	glycolipid binding
GO:0140090	3	membrane curvature sensor activity
GO:0000822	3	inositol hexakisphosphate binding
GO:0002058	3	uracil binding
GO:0016018	3	cyclosporin A binding
GO:0005524	3	ATP binding
GO:0005527	3	macrolide binding
GO:0005542	3	folic acid binding
GO:0050809	3	diazepam binding
GO:0008061	3	chitin binding
GO:0008145	3	phenylalkylamine binding
GO:0016594	3	glycine binding
GO:0016596	3	thienylcyclohexylpiperidine binding
GO:0008658	3	penicillin binding
GO:0009374	3	biotin binding
GO:0010013	3	N-1-naphthylphthalamic acid binding
GO:0019825	3	oxygen binding
GO:0016208	3	AMP binding
GO:0019811	3	cocaine binding
GO:0030975	3	thiamine binding
GO:0031419	3	cobalamin binding
GO:0032500	3	muramyl dipeptide binding
GO:0032841	3	calcitonin binding
GO:0034617	3	tetrahydrobiopterin binding
GO:0035240	3	dopamine binding
GO:0035274	3	diphenyl phthalate binding
GO:0035275	3	dibutyl phthalate binding
GO:0035276	3	ethanol binding
GO:0035438	3	cyclic-di-GMP binding
GO:0035923	3	flurbiprofen binding
GO:0042166	3	acetylcholine binding
GO:0043924	3	suramin binding
GO:0044589	3	pectin binding
GO:0046714	3	borate binding
GO:0050646	3	5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding
GO:0051870	3	methotrexate binding
GO:0070025	3	carbon monoxide binding
GO:0070279	3	vitamin B6 binding
GO:0071886	3	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding
GO:0072544	3	L-DOPA binding
GO:0097160	3	polychlorinated biphenyl binding
GO:0097247	3	epigallocatechin 3-gallate binding
GO:1901149	3	salicylic acid binding
GO:1902098	3	calcitriol binding
GO:1902118	3	calcidiol binding
GO:1902444	3	riboflavin binding
GO:1902670	3	carbon dioxide binding
GO:1903794	3	cortisol binding
GO:1904047	3	S-adenosyl-L-methionine binding
GO:1904408	3	melatonin binding
GO:2001063	3	glucomannan binding
GO:2001227	3	quercitrin binding
GO:0019809	3	spermidine binding
GO:0019810	3	putrescine binding
GO:0046810	3	host cell extracellular matrix binding
GO:0051738	3	xanthophyll binding
GO:0000062	3	fatty-acyl-CoA binding
GO:0031177	3	phosphopantetheine binding
GO:0033219	3	urea binding
GO:0042277	3	peptide binding
GO:0043544	3	lipoamide binding
GO:0051871	3	dihydrofolic acid binding
GO:0097001	3	ceramide binding
GO:1901602	3	dethiobiotin binding
GO:1905502	3	acetyl-CoA binding
GO:0000166	3	nucleotide binding
GO:0001882	3	nucleoside binding
GO:0002054	3	nucleobase binding
GO:0019842	3	vitamin binding
GO:0043177	3	organic acid binding
GO:0043178	3	alcohol binding
GO:0031626	3	beta-endorphin binding
GO:0033265	3	choline binding
GO:0051378	3	serotonin binding
GO:0051381	3	histamine binding
GO:0051424	3	corticotropin-releasing hormone binding
GO:0005497	3	androgen binding
GO:0005500	3	juvenile hormone binding
GO:0010011	3	auxin binding
GO:0010331	3	gibberellin binding
GO:0010427	3	abscisic acid binding
GO:0017046	3	peptide hormone binding
GO:0035100	3	ecdysone binding
GO:0038106	3	choriogonadotropin hormone binding
GO:0044373	3	cytokinin binding
GO:0048408	3	epidermal growth factor binding
GO:0051740	3	ethylene binding
GO:0070324	3	thyroid hormone binding
GO:0099130	3	estrogen binding
GO:1903880	3	17alpha-hydroxyprogesterone binding
GO:1990239	3	steroid hormone binding
GO:0043168	3	anion binding
GO:0043169	3	cation binding
GO:0046789	3	host cell surface receptor binding
GO:0001094	3	TFIID-class transcription factor complex binding
GO:0001092	3	TFIIA-class transcription factor complex binding
GO:0001095	3	TFIIE-class transcription factor complex binding
GO:0001096	3	TFIIF-class transcription factor complex binding
GO:0001097	3	TFIIH-class transcription factor complex binding
GO:0051015	3	actin filament binding
GO:0005132	3	type I interferon receptor binding
GO:0005158	3	insulin receptor binding
GO:0005178	3	integrin binding
GO:0005518	3	collagen binding
GO:0010997	3	anaphase-promoting complex binding
GO:0019215	3	intermediate filament binding
GO:0019865	3	immunoglobulin binding
GO:0042608	3	T cell receptor binding
GO:0023023	3	MHC protein complex binding
GO:0031683	3	G-protein beta/gamma-subunit complex binding
GO:0032404	3	mismatch repair complex binding
GO:0032795	3	heterotrimeric G-protein binding
GO:0034710	3	inhibin complex binding
GO:0034988	3	Fc-gamma receptor I complex binding
GO:0035612	3	AP-2 adaptor complex binding
GO:0035650	3	AP-1 adaptor complex binding
GO:0035651	3	AP-3 adaptor complex binding
GO:0036033	3	mediator complex binding
GO:0036461	3	BLOC-2 complex binding
GO:0043021	3	ribonucleoprotein complex binding
GO:0043515	3	kinetochore binding
GO:0048185	3	activin binding
GO:0062058	3	transcription factor TFIIH holo complex binding
GO:0062059	3	FACT complex binding
GO:0062060	3	NuA4 histone acetyltransferase complex binding
GO:0062061	3	TAP complex binding
GO:0062062	3	oligosaccharyltransferase complex binding
GO:0062063	3	BBSome binding
GO:0062066	3	PSII associated light-harvesting complex II binding
GO:0062067	3	chloroplast photosystem I binding
GO:0062068	3	chloroplast photosystem II binding
GO:0062069	3	GARP complex binding
GO:0062070	3	SAGA complex binding
GO:0070051	3	fibrinogen binding
GO:0070628	3	proteasome binding
GO:0070840	3	dynein complex binding
GO:0071814	3	protein-lipid complex binding
GO:0071933	3	Arp2/3 complex binding
GO:0098633	3	collagen fibril binding
GO:0106080	3	GATOR1 complex binding
GO:0106137	3	IkappaB kinase complex binding
GO:0106138	3	Sec61 translocon complex binding
GO:0106140	3	P-TEFb complex binding
GO:0120160	3	intraciliary transport particle A binding
GO:0120170	3	intraciliary transport particle B binding
GO:0140164	3	Golgi transport complex binding
GO:0140259	3	PRC1 complex binding
GO:0140260	3	mitochondrial proton-transporting ATP synthase complex binding
GO:0140262	3	mRNA cap binding complex binding
GO:1904288	3	BAT3 complex binding
GO:1904713	3	beta-catenin destruction complex binding
GO:1904841	3	TORC2 complex binding
GO:1904854	3	proteasome core complex binding
GO:1904855	3	proteasome regulatory particle binding
GO:1904931	3	MCM complex binding
GO:1905334	3	Swi5-Sfr1 complex binding
GO:1905394	3	retromer complex binding
GO:1905761	3	SCF ubiquitin ligase complex binding
GO:1905762	3	CCR4-NOT complex binding
GO:1905763	3	MTREC complex binding
GO:1990448	3	exon-exon junction complex binding
GO:1990593	3	nascent polypeptide-associated complex binding
GO:0016168	3	chlorophyll binding
GO:0020037	3	heme binding
GO:0043295	3	glutathione binding
GO:0044590	3	iron-sulfur-molybdenum cofactor binding
GO:0048038	3	quinone binding
GO:0050662	3	coenzyme binding
GO:0051192	3	prosthetic group binding
GO:0051536	3	iron-sulfur cluster binding
GO:0070280	3	pyridoxal binding
GO:0070282	3	pyridoxine binding
GO:1902314	3	hydroquinone binding
GO:1903981	3	enterobactin binding
GO:0050825	3	ice binding
GO:0031210	3	phosphatidylcholine binding
GO:0030533	3	triplet codon-amino acid adaptor activity
GO:0035591	3	signaling adaptor activity
GO:0035991	3	nitric oxide sensor activity
GO:0001786	3	phosphatidylserine binding
GO:0036127	3	3-sulfino-L-alanine binding
GO:0003676	3	nucleic acid binding
GO:0008431	3	vitamin E binding
GO:0030976	3	thiamine pyrophosphate binding
GO:0031405	3	lipoic acid binding
GO:0033294	3	ectoine binding
GO:0033295	3	hydroxyectoine binding
GO:0035273	3	phthalate binding
GO:0043546	3	molybdopterin cofactor binding
GO:0046906	3	tetrapyrrole binding
GO:0070967	3	coenzyme F420 binding
GO:0070968	3	pyrroloquinoline quinone binding
GO:0072545	3	tyrosine binding
GO:0072570	3	ADP-D-ribose binding
GO:0097245	3	flavanol binding
GO:1901265	3	nucleoside phosphate binding
GO:1901338	3	catecholamine binding
GO:1901707	3	leptomycin B binding
GO:1901973	3	proline binding
GO:1905594	3	resveratrol binding
GO:2001147	3	camalexin binding
GO:0097244	3	flavonol binding
GO:0016936	3	galactoside binding
GO:0046871	3	N-acetylgalactosamine binding
GO:0005539	3	glycosaminoglycan binding
GO:0032552	3	deoxyribonucleotide binding
GO:0032553	3	ribonucleotide binding
GO:0033691	3	sialic acid binding
GO:0035727	3	lysophosphatidic acid binding
GO:0070095	3	fructose-6-phosphate binding
GO:0070891	3	lipoteichoic acid binding
GO:0072572	3	poly-ADP-D-ribose binding
GO:1902248	3	5-O-phosphono-alpha-D-ribofuranosyl diphosphate binding
GO:1902516	3	sn-glycerol 3-phosphate binding
GO:1904067	3	ascr#2 binding
GO:1904599	3	advanced glycation end-product binding
GO:1990458	3	lipooligosaccharide binding
GO:2001066	3	amylopectin binding
GO:2001079	3	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc binding
GO:2001080	3	chitosan binding
GO:0050542	3	icosanoid binding
GO:0008201	3	heparin binding
GO:0035373	3	chondroitin sulfate proteoglycan binding
GO:0035374	3	chondroitin sulfate binding
GO:0035730	3	S-nitrosoglutathione binding
GO:0036173	3	thiosulfate binding
GO:0043199	3	sulfate binding
GO:0043210	3	alkanesulfonate binding
GO:0043395	3	heparan sulfate proteoglycan binding
GO:0050656	3	3'-phosphoadenosine 5'-phosphosulfate binding
GO:1902485	3	L-cysteine binding
GO:1904399	3	heparan sulfate binding
GO:0004096	3	catalase activity
GO:0004130	3	cytochrome-c peroxidase activity
GO:0004447	3	iodide peroxidase activity
GO:0004602	3	glutathione peroxidase activity
GO:0008379	3	thioredoxin peroxidase activity
GO:0016688	3	L-ascorbate peroxidase activity
GO:0016689	3	manganese peroxidase activity
GO:0016690	3	diarylpropane peroxidase activity
GO:0016691	3	chloride peroxidase activity
GO:0016692	3	NADH peroxidase activity
GO:0019806	3	bromide peroxidase activity
GO:0033196	3	tryparedoxin peroxidase activity
GO:0052750	3	reactive-black-5:hydrogen-peroxide oxidoreductase activity
GO:0036393	3	thiocyanate peroxidase activity
GO:0047888	3	fatty acid peroxidase activity
GO:0050137	3	NADPH peroxidase activity
GO:0072541	3	peroxynitrite reductase activity
GO:0005086	3	ARF guanyl-nucleotide exchange factor activity
GO:0005088	3	Ras guanyl-nucleotide exchange factor activity
GO:0005090	3	Sar guanyl-nucleotide exchange factor activity
GO:0016248	3	channel inhibitor activity
GO:0017080	3	sodium channel regulator activity
GO:0017081	3	chloride channel regulator activity
GO:0099103	3	channel activator activity
GO:0099106	3	ion channel regulator activity
GO:0004704	3	NF-kappaB-inducing kinase activity
GO:0004857	3	enzyme inhibitor activity
GO:0008047	3	enzyme activator activity
GO:0010851	3	cyclase regulator activity
GO:0019207	3	kinase regulator activity
GO:0019208	3	phosphatase regulator activity
GO:0030235	3	nitric-oxide synthase regulator activity
GO:0030337	3	DNA polymerase processivity factor activity
GO:0035033	3	histone deacetylase regulator activity
GO:0035034	3	histone acetyltransferase regulator activity
GO:0042349	3	guiding stereospecific synthesis activity
GO:0042979	3	ornithine decarboxylase regulator activity
GO:0043028	3	cysteine-type endopeptidase regulator activity involved in apoptotic process
GO:0043763	3	UTP:glucose-1-phosphate uridylyltransferase regulator activity
GO:0048270	3	methionine adenosyltransferase regulator activity
GO:0055103	3	ligase regulator activity
GO:0055106	3	ubiquitin-protein transferase regulator activity
GO:0060308	3	GTP cyclohydrolase I regulator activity
GO:0060589	3	nucleoside-triphosphatase regulator activity
GO:0061134	3	peptidase regulator activity
GO:0070917	3	inositol phosphoceramide synthase regulator activity
GO:0097713	3	dolichol-phosphate-mannose synthase regulator activity
GO:1990609	3	glutamate-cysteine ligase regulator activity
GO:1990610	3	acetolactate synthase regulator activity
GO:1990624	3	guanyl nucleotide exchange factor inhibitor activity
GO:0048018	3	receptor ligand activity
GO:0030546	3	receptor activator activity
GO:0030547	3	receptor inhibitor activity
GO:0099602	3	neurotransmitter receptor regulator activity
GO:0000900	3	translation repressor activity, mRNA regulatory element binding
GO:0000901	3	translation repressor activity, non-nucleic acid binding
GO:0008494	3	translation activator activity
GO:0004691	3	cAMP-dependent protein kinase activity
GO:0004692	3	cGMP-dependent protein kinase activity
GO:0001565	3	phorbol ester receptor activity
GO:0001653	3	peptide receptor activity
GO:0003707	3	steroid hormone receptor activity
GO:0003708	3	retinoic acid receptor activity
GO:0004880	3	juvenile hormone receptor activity
GO:0004887	3	thyroid hormone receptor activity
GO:0004888	3	transmembrane signaling receptor activity
GO:0005030	3	neurotrophin receptor activity
GO:0008036	3	diuretic hormone receptor activity
GO:0008434	3	calcitriol receptor activity
GO:0009881	3	photoreceptor activity
GO:0015026	3	coreceptor activity
GO:0016500	3	protein-hormone receptor activity
GO:0030594	3	neurotransmitter receptor activity
GO:0030373	3	high molecular weight B cell growth factor receptor activity
GO:0030377	3	urokinase plasminogen activator receptor activity
GO:0038181	3	bile acid receptor activity
GO:0038187	3	pattern recognition receptor activity
GO:0038198	3	auxin receptor activity
GO:0038199	3	ethylene receptor activity
GO:0042071	3	leucokinin receptor activity
GO:0050785	3	advanced glycation end-product receptor activity
GO:0070053	3	thrombospondin receptor activity
GO:1990725	3	cord factor receptor activity
GO:0030616	3	transforming growth factor beta receptor, common-partner cytoplasmic mediator activity
GO:0030617	3	transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity
GO:0030618	3	transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity
GO:0031993	3	light transducer activity
GO:0004693	3	cyclin-dependent protein serine/threonine kinase activity
GO:0036370	3	D-alanyl carrier activity
GO:1904091	3	peptidyl carrier protein activity
GO:0016531	3	copper chaperone activity
GO:0034986	3	iron chaperone activity
GO:0005049	3	nuclear export signal receptor activity
GO:0061608	3	nuclear import signal receptor activity
