Term	distance	Annotation
GO:0009358	2	polyphosphate kinase complex
GO:0009930	2	longitudinal side of cell surface
GO:0009986	2	cell surface
GO:0012505	2	endomembrane system
GO:0020007	2	apical complex
GO:0020008	2	rhoptry
GO:0020031	2	polar ring of apical complex
GO:0020032	2	basal ring of apical complex
GO:0020039	2	pellicle
GO:0030312	2	external encapsulating structure
GO:0030427	2	site of polarized growth
GO:0030428	2	cell septum
GO:0030496	2	midbody
GO:0030904	2	retromer complex
GO:0030905	2	retromer, tubulation complex
GO:0030906	2	retromer, cargo-selective complex
GO:0031252	2	cell leading edge
GO:0031254	2	cell trailing edge
GO:0031317	2	tripartite ATP-independent periplasmic transporter complex
GO:0031912	2	oral apparatus
GO:0031975	2	envelope
GO:0032126	2	eisosome
GO:0032153	2	cell division site
GO:0032155	2	cell division site part
GO:0032179	2	germ tube
GO:0033016	2	rhoptry membrane
GO:0033774	2	basal labyrinth
GO:0034591	2	rhoptry lumen
GO:0035748	2	myelin sheath abaxonal region
GO:0035749	2	myelin sheath adaxonal region
GO:0042597	2	periplasmic space
GO:0042763	2	intracellular immature spore
GO:0042995	2	cell projection
GO:0043209	2	myelin sheath
GO:0043218	2	compact myelin
GO:0043219	2	lateral loop
GO:0043220	2	Schmidt-Lanterman incisure
GO:0044099	2	polar tube
GO:0044297	2	cell body
GO:0044424	2	intracellular part
GO:0044457	2	cell septum part
GO:0044462	2	external encapsulating structure part
GO:0044463	2	cell projection part
GO:0045177	2	apical part of cell
GO:0045178	2	basal part of cell
GO:0051286	2	cell tip
GO:0060187	2	cell pole
GO:0061835	2	ventral surface of cell
GO:0070056	2	prospore membrane leading edge
GO:0070258	2	inner membrane pellicle complex
GO:0070938	2	contractile ring
GO:0071944	2	cell periphery
GO:0072324	2	ascus epiplasm
GO:0090543	2	Flemming body
GO:0090635	2	extracellular core region of desmosome
GO:0090636	2	outer dense plaque of desmosome
GO:0090637	2	inner dense plaque of desmosome
GO:0097223	2	sperm part
GO:0097268	2	cytoophidium
GO:0097458	2	neuron part
GO:0097569	2	lateral shield
GO:0097574	2	lateral part of cell
GO:0097610	2	cell surface furrow
GO:0097613	2	dinoflagellate epicone
GO:0097614	2	dinoflagellate hypocone
GO:0097653	2	unencapsulated part of cell
GO:0097683	2	dinoflagellate apex
GO:0097684	2	dinoflagellate antapex
GO:0098862	2	cluster of actin-based cell projections
GO:0140022	2	cnida
GO:1990015	2	ensheathing process
GO:1990016	2	neck portion of tanycyte
GO:1990018	2	tail portion of tanycyte
GO:1990204	2	oxidoreductase complex
GO:1990225	2	rhoptry neck
GO:1990455	2	PTEN phosphatase complex
GO:1990722	2	DAPK1-calmodulin complex
GO:1990794	2	basolateral part of cell
GO:0031594	2	neuromuscular junction
GO:0060076	2	excitatory synapse
GO:0060077	2	inhibitory synapse
GO:0097470	2	ribbon synapse
GO:0098685	2	Schaffer collateral - CA1 synapse
GO:0098690	2	glycinergic synapse
GO:0098691	2	dopaminergic synapse
GO:0098692	2	noradrenergic synapse
GO:0098978	2	glutamatergic synapse
GO:0098979	2	polyadic synapse
GO:0098981	2	cholinergic synapse
GO:0098982	2	GABA-ergic synapse
GO:0098984	2	neuron to neuron synapse
GO:0099154	2	serotonergic synapse
GO:0099192	2	cerebellar Golgi cell to granule cell synapse
GO:0140240	2	perforant pathway to dendrate granule cell synapse
GO:0009506	2	plasmodesma
GO:0005818	2	aster
GO:0097740	2	paraflagellar rod
GO:0097741	2	mastigoneme
GO:0099081	2	supramolecular polymer
GO:0001533	3	cornified envelope
GO:0042383	3	sarcolemma
GO:0097524	3	sperm plasma membrane
GO:0000506	3	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
GO:0000835	3	ER ubiquitin ligase complex
GO:0005787	3	signal peptidase complex
GO:0008250	3	oligosaccharyltransferase complex
GO:0009923	3	fatty acid elongase complex
GO:0030867	3	rough endoplasmic reticulum membrane
GO:0030868	3	smooth endoplasmic reticulum membrane
GO:0031211	3	endoplasmic reticulum palmitoyltransferase complex
GO:0031227	3	intrinsic component of endoplasmic reticulum membrane
GO:0031502	3	dolichyl-phosphate-mannose-protein mannosyltransferase complex
GO:0033017	3	sarcoplasmic reticulum membrane
GO:0034098	3	VCP-NPL4-UFD1 AAA ATPase complex
GO:0036502	3	Derlin-1-VIMP complex
GO:0036513	3	Derlin-1 retrotranslocation complex
GO:0042406	3	extrinsic component of endoplasmic reticulum membrane
GO:0043541	3	UDP-N-acetylglucosamine transferase complex
GO:0098553	3	lumenal side of endoplasmic reticulum membrane
GO:0098554	3	cytoplasmic side of endoplasmic reticulum membrane
GO:0098826	3	endoplasmic reticulum tubular network membrane
GO:1990332	3	Ire1 complex
GO:1990604	3	IRE1-TRAF2-ASK1 complex
GO:0009279	3	cell outer membrane
GO:0031968	3	organelle outer membrane
GO:0043594	3	outer endospore membrane
GO:0012506	3	vesicle membrane
GO:0019866	3	organelle inner membrane
GO:0031312	3	extrinsic component of organelle membrane
GO:0031965	3	nuclear membrane
GO:0031966	3	mitochondrial membrane
GO:0042170	3	plastid membrane
GO:0044841	3	gut granule membrane
GO:0098588	3	bounding membrane of organelle
GO:0009521	3	photosystem
GO:0042651	3	thylakoid membrane
GO:0042717	3	plasma membrane-derived chromatophore membrane
GO:0071595	3	Nem1-Spo7 phosphatase complex
GO:0030117	3	membrane coat
GO:0002079	3	inner acrosomal membrane
GO:0002081	3	outer acrosomal membrane
GO:0033111	3	attachment organelle membrane
GO:0098857	3	membrane microdomain
GO:0009925	3	basal plasma membrane
GO:0016323	3	basolateral plasma membrane
GO:0016324	3	apical plasma membrane
GO:0016327	3	apicolateral plasma membrane
GO:0031253	3	cell projection membrane
GO:0031520	3	plasma membrane of cell tip
GO:0032154	3	cleavage furrow
GO:0044853	3	plasma membrane raft
GO:0060342	3	photoreceptor inner segment membrane
GO:0099400	3	caveola neck
GO:0120003	3	hinge region between urothelial plaques of apical plasma membrane
GO:1990075	3	periciliary membrane compartment
GO:1990913	3	sperm head plasma membrane
GO:0005774	3	vacuolar membrane
GO:0030658	3	transport vesicle membrane
GO:0030667	3	secretory granule membrane
GO:0010008	3	endosome membrane
GO:0030660	3	Golgi-associated vesicle membrane
GO:0030661	3	chitosome membrane
GO:0030662	3	coated vesicle membrane
GO:0030666	3	endocytic vesicle membrane
GO:0030668	3	merozoite dense granule membrane
GO:0031903	3	microbody membrane
GO:0032578	3	aleurone grain membrane
GO:0033102	3	acidocalcisome membrane
GO:0033118	3	esterosome membrane
GO:0033162	3	melanosome membrane
GO:0034045	3	phagophore assembly site membrane
GO:0046859	3	hydrogenosomal membrane
GO:0098966	3	perisynaptic extracellular matrix
GO:0000262	3	mitochondrial chromosome
GO:0009508	3	plastid chromosome
GO:0042644	3	chloroplast nucleoid
GO:0042647	3	proplastid nucleoid
GO:0005913	3	cell-cell adherens junction
GO:0005921	3	gap junction
GO:0030057	3	desmosome
GO:0033010	3	paranodal junction
GO:0036056	3	filtration diaphragm
GO:0043296	3	apical junction complex
GO:0044291	3	cell-cell contact zone
GO:0046581	3	intercellular canaliculus
GO:0070160	3	tight junction
GO:0005924	3	cell-substrate adherens junction
GO:0030056	3	hemidesmosome
GO:0061464	3	plasma membrane part of cell-substrate junction.
GO:0005912	3	adherens junction
GO:0120119	3	flagellum attachment zone
GO:0031983	3	vesicle lumen
GO:0070013	3	intracellular organelle lumen
GO:0031500	3	Tea1 cell-end complex
GO:0031560	3	cellular bud neck polarisome
GO:0031561	3	cellular bud tip polarisome
GO:0031562	3	hyphal tip polarisome
GO:0031563	3	mating projection tip polarisome
GO:0000445	3	THO complex part of transcription export complex
GO:0000446	3	nucleoplasmic THO complex
GO:0000818	3	nuclear MIS12/MIND complex
GO:0000777	3	condensed chromosome kinetochore
GO:0000809	3	cytoplasmic origin of replication recognition complex
GO:0005664	3	nuclear origin of replication recognition complex
GO:0000931	3	gamma-tubulin large complex
GO:0008275	3	gamma-tubulin small complex
GO:0000941	3	condensed nuclear chromosome inner kinetochore
GO:0000942	3	condensed nuclear chromosome outer kinetochore
GO:0097523	3	transcription ternary complex
GO:0061825	3	podosome core
GO:0061826	3	podosome ring
GO:0030532	3	small nuclear ribonucleoprotein complex
GO:0005840	3	ribosome
GO:0005681	3	spliceosomal complex
GO:0005697	3	telomerase holoenzyme complex
GO:0005732	3	small nucleolar ribonucleoprotein complex
GO:0005844	3	polysome
GO:0016456	3	X chromosome located dosage compensation complex, transcription activating
GO:0030677	3	ribonuclease P complex
GO:0030684	3	preribosome
GO:0031332	3	RNAi effector complex
GO:0033620	3	Mei2 nuclear dot complex
GO:0035068	3	micro-ribonucleoprotein complex
GO:0035770	3	ribonucleoprotein granule
GO:0043614	3	multi-eIF complex
GO:0044207	3	translation initiation ternary complex
GO:0044391	3	ribosomal subunit
GO:0048500	3	signal recognition particle
GO:0070761	3	pre-snoRNP complex
GO:0070992	3	translation initiation complex
GO:0070993	3	translation preinitiation complex
GO:0071204	3	histone pre-mRNA 3'end processing complex
GO:0071254	3	cytoplasmic U snRNP body
GO:1990124	3	messenger ribonucleoprotein complex
GO:1990572	3	TERT-RMRP complex
GO:0005583	3	fibrillar collagen trimer
GO:0005589	3	collagen type VI trimer
GO:0005593	3	FACIT collagen trimer
GO:0005598	3	short-chain collagen trimer
GO:0030934	3	anchoring collagen complex
GO:0030936	3	transmembrane collagen trimer
GO:0098642	3	network-forming collagen trimer
GO:0098651	3	basement membrane collagen trimer
GO:1990324	3	collagen type XXVI trimer
GO:1990326	3	collagen type XXVIII trimer
GO:1990875	3	nucleoplasmic side of nuclear pore
GO:1990876	3	cytoplasmic side of nuclear pore
GO:0043598	3	cytoplasmic DNA replication factor C complex
GO:0043599	3	nuclear DNA replication factor C complex
GO:0034751	3	aryl hydrocarbon receptor complex
GO:0044797	3	cytoplasmic transcription factor complex
GO:0044798	3	nuclear transcription factor complex
GO:0110001	3	toxin-antitoxin complex
GO:0031598	3	nuclear proteasome regulatory particle
GO:0031600	3	cytosolic proteasome regulatory particle
GO:0031601	3	nuclear proteasome core complex
GO:0031603	3	cytosolic proteasome core complex
GO:0005847	3	mRNA cleavage and polyadenylation specificity factor complex
GO:0005848	3	mRNA cleavage stimulating factor complex
GO:0071540	3	eukaryotic translation initiation factor 3 complex, eIF3e
GO:0071541	3	eukaryotic translation initiation factor 3 complex, eIF3m
GO:1990584	3	cardiac Troponin complex
GO:0005869	3	dynactin complex
GO:0005871	3	kinesin complex
GO:0008352	3	katanin complex
GO:0030286	3	dynein complex
GO:0032133	3	chromosome passenger complex
GO:0070652	3	HAUS complex
GO:0008024	3	cyclin/CDK positive transcription elongation factor complex
GO:0016593	3	Cdc73/Paf1 complex
GO:0032021	3	NELF complex
GO:0032044	3	DSIF complex
GO:0032783	3	ELL-EAF complex
GO:0035101	3	FACT complex
GO:0070449	3	elongin complex
GO:0000798	3	nuclear cohesin complex
GO:0030892	3	mitotic cohesin complex
GO:0030893	3	meiotic cohesin complex
GO:0005870	3	actin capping protein of dynactin complex
GO:0031610	3	nuclear proteasome regulatory particle, base subcomplex
GO:0031612	3	cytosolic proteasome regulatory particle, base subcomplex
GO:0031613	3	nuclear proteasome regulatory particle, lid subcomplex
GO:0031615	3	cytosolic proteasome regulatory particle, lid subcomplex
GO:0009840	3	chloroplastic endopeptidase Clp complex
GO:0009841	3	mitochondrial endopeptidase Clp complex
GO:0034082	3	type II polyketide synthase complex
GO:0034083	3	type III polyketide synthase complex
GO:0016460	3	myosin II complex
GO:0016461	3	unconventional myosin complex
GO:0032982	3	myosin filament
GO:0042642	3	actomyosin, myosin complex part
GO:0090568	3	nuclear transcriptional repressor complex
GO:0090569	3	cytoplasmic transcriptional repressor complex
GO:1903865	3	sigma factor antagonist complex
GO:0031604	3	nuclear proteasome core complex, alpha-subunit complex
GO:0031606	3	cytosolic proteasome core complex, alpha-subunit complex
GO:0031607	3	nuclear proteasome core complex, beta-subunit complex
GO:0031609	3	cytosolic proteasome core complex, beta-subunit complex
GO:0019815	3	B cell receptor complex
GO:0071735	3	IgG immunoglobulin complex
GO:0071738	3	IgD immunoglobulin complex
GO:0071742	3	IgE immunoglobulin complex
GO:0071745	3	IgA immunoglobulin complex
GO:0071753	3	IgM immunoglobulin complex
GO:0071758	3	IgW immunoglobulin complex
GO:0071759	3	IgX immunoglobulin complex
GO:0071760	3	IgY immunoglobulin complex
GO:0071761	3	IgZ immunoglobulin complex
GO:0071762	3	heavy chain immunoglobulin complex
GO:0009503	3	thylakoid light-harvesting complex
GO:0030077	3	plasma membrane light-harvesting complex
GO:0030089	3	phycobilisome
GO:0030690	3	Noc1p-Noc2p complex
GO:0030691	3	Noc2p-Noc3p complex
GO:0030692	3	Noc4p-Nop14p complex
GO:0030930	3	homotetrameric ADPG pyrophosphorylase complex
GO:0030931	3	heterotetrameric ADPG pyrophosphorylase complex
GO:0042564	3	NLS-dependent protein nuclear import complex
GO:0042565	3	RNA nuclear export complex
GO:0031083	3	BLOC-1 complex
GO:0031084	3	BLOC-2 complex
GO:0031085	3	BLOC-3 complex
GO:0032151	3	mitotic septin complex
GO:0032152	3	meiotic septin complex
GO:0035098	3	ESC/E(Z) complex
GO:0035102	3	PRC1 complex
GO:0035517	3	PR-DUB complex
GO:0034066	3	RIC1-RGP1 guanyl-nucleotide exchange factor complex
GO:1905742	3	Ras guanyl-nucleotide exchange factor complex
GO:0090694	3	Scc2-Scc4 cohesin loading complex
GO:0090695	3	Wpl/Pds5 cohesin loading/unloading complex
GO:0071666	3	Slit-Robo signaling complex
GO:0000782	3	telomere cap complex
GO:0000786	3	nucleosome
GO:0030894	3	replisome
GO:0031261	3	DNA replication preinitiation complex
GO:0031421	3	invertasome
GO:0034206	3	enhanceosome
GO:0036387	3	pre-replicative complex
GO:0044834	3	retroviral intasome
GO:0070565	3	telomere-telomerase complex
GO:0097519	3	DNA recombinase complex
GO:0097520	3	nucleotide-excision repair, preincision complex
GO:0097522	3	protein-DNA ISRE complex
GO:0097550	3	transcriptional preinitiation complex
GO:1990077	3	primosome complex
GO:1990097	3	SeqA-DNA complex
GO:0060987	3	lipid tube
GO:1990777	3	lipoprotein particle
GO:0032798	3	Swi5-Sfr1 complex
GO:0033062	3	Rhp55-Rhp57 complex
GO:0033063	3	Rad51B-Rad51C-Rad51D-XRCC2 complex
GO:0033064	3	XRCC2-RAD51D complex
GO:0033065	3	Rad51C-XRCC3 complex
GO:0033066	3	Rad51B-Rad51C complex
GO:0033257	3	Bcl3/NF-kappaB2 complex
GO:0005845	3	mRNA cap binding complex
GO:0005846	3	nuclear cap binding complex
GO:0106095	3	m7G(5')pppN diphosphatase complex
GO:1990501	3	exon-exon junction subcomplex mago-y14
GO:0016507	3	mitochondrial fatty acid beta-oxidation multienzyme complex
GO:0061828	3	apical tubulobulbar complex
GO:0061829	3	basal tubulobulbar complex
GO:0000813	3	ESCRT I complex
GO:0000814	3	ESCRT II complex
GO:0000815	3	ESCRT III complex
GO:0033565	3	ESCRT-0 complex
GO:1990621	3	ESCRT IV complex
GO:1990150	3	VEGF-A complex
GO:1990265	3	platelet-derived growth factor complex
GO:0097362	3	MCM8-MCM9 complex
GO:0002116	3	semaphorin receptor complex
GO:0002947	3	tumor necrosis factor receptor superfamily complex
GO:0008230	3	ecdysone receptor holocomplex
GO:0035692	3	macrophage migration inhibitory factor receptor complex
GO:0038104	3	nodal receptor complex
GO:0046696	3	lipopolysaccharide receptor complex
GO:0070195	3	growth hormone receptor complex
GO:0098665	3	serotonin receptor complex
GO:0098802	3	plasma membrane receptor complex
GO:1902710	3	GABA receptor complex
GO:1903768	3	taste receptor complex
GO:1905540	3	interleukin-7 receptor complex
GO:1905543	3	interleukin-15 receptor complex
GO:1905571	3	interleukin-10 receptor complex
GO:1990620	3	ANPR-A receptor complex
GO:0005606	3	laminin-1 complex
GO:0005607	3	laminin-2 complex
GO:0005608	3	laminin-3 complex
GO:0005609	3	laminin-4 complex
GO:0005610	3	laminin-5 complex
GO:0005611	3	laminin-6 complex
GO:0005612	3	laminin-7 complex
GO:0043257	3	laminin-8 complex
GO:0043258	3	laminin-9 complex
GO:0043259	3	laminin-10 complex
GO:0043260	3	laminin-11 complex
GO:0043261	3	laminin-12 complex
GO:0061801	3	laminin-5B complex
GO:1990338	3	laminin-14 complex
GO:1990339	3	laminin-522 complex
GO:1990340	3	laminin-15 complex
GO:0098009	3	viral terminase, large subunit
GO:0043512	3	inhibin A complex
GO:0043513	3	inhibin B complex
GO:0043626	3	PCNA complex
GO:0044775	3	DNA polymerase III, beta sliding clamp processivity factor complex
GO:0000796	3	condensin complex
GO:0045240	3	dihydrolipoyl dehydrogenase complex
GO:0030062	3	mitochondrial tricarboxylic acid cycle enzyme complex
GO:0042709	3	succinate-CoA ligase complex
GO:0045242	3	isocitrate dehydrogenase complex (NAD+)
GO:0045246	3	cytosolic tricarboxylic acid cycle enzyme complex
GO:0031019	3	mitochondrial mRNA editing complex
GO:0031020	3	plastid mRNA editing complex
GO:0036396	3	RNA N6-methyladenosine methyltransferase complex
GO:0043509	3	activin A complex
GO:0043510	3	activin B complex
GO:0048183	3	activin AB complex
GO:0009379	3	Holliday junction helicase complex
GO:0016914	3	follicle-stimulating hormone complex
GO:0072557	3	IPAF inflammasome complex
GO:0072558	3	NLRP1 inflammasome complex
GO:0072559	3	NLRP3 inflammasome complex
GO:0097169	3	AIM2 inflammasome complex
GO:0009319	3	cytochrome o ubiquinol oxidase complex
GO:0009512	3	cytochrome b6f complex
GO:0045275	3	respiratory chain complex III
GO:0045277	3	respiratory chain complex IV
GO:0008043	3	intracellular ferritin complex
GO:0070865	3	investment cone
GO:0071142	3	homomeric SMAD protein complex
GO:0071144	3	heteromeric SMAD protein complex
GO:0035525	3	NF-kappaB p50/p65 complex
GO:0070369	3	beta-catenin-TCF7L2 complex
GO:0071665	3	gamma-catenin-TCF7L2 complex
GO:0071818	3	BAT3 complex
GO:0072380	3	TRC complex
GO:0016010	3	dystrophin-associated glycoprotein complex
GO:0071086	3	alphaIIb-beta3 integrin-CD9-CD47-platelet glycoprotein Ib complex
GO:1990779	3	glycoprotein Ib-IX-V complex
GO:0097072	3	interferon regulatory factor 3 complex
GO:0097073	3	interferon regulatory factor 5 complex
GO:0097074	3	interferon regulatory factor 7 complex
GO:0097075	3	interferon regulatory factor 3-interferon regulatory factor 7 complex
GO:0097085	3	interferon regulatory factor 3-interferon regulatory factor 5 complex
GO:0097137	3	BAD-BCL-xl complex
GO:0097138	3	BAD-BCL-2 complex
GO:0097139	3	BID-BCL-2 complex
GO:0097140	3	BIM-BCL-xl complex
GO:0097141	3	BIM-BCL-2 complex
GO:0097142	3	PUMA-BCL-2 complex
GO:0097143	3	PUMA-BCL-xl complex
GO:0097144	3	BAX complex
GO:0097145	3	BAK complex
GO:0097146	3	NOXA-BCL-xl complex
GO:0097147	3	NOXA-BCL-2 complex
GO:0097148	3	BCL-2 complex
GO:0008305	3	integrin complex
GO:0090733	3	tenascin complex
GO:0098635	3	protein complex involved in cell-cell adhesion
GO:0098637	3	protein complex involved in cell-matrix adhesion
GO:0098643	3	banded collagen fibril
GO:0098645	3	collagen network
GO:0098648	3	collagen anchoring fibril
GO:0030937	3	collagen type XVII trimer
GO:0000136	3	alpha-1,6-mannosyltransferase complex
GO:0016469	3	proton-transporting two-sector ATPase complex
GO:0002180	3	5-lipoxygenase complex
GO:0005785	3	signal recognition particle receptor complex
GO:0030119	3	AP-type membrane coat adaptor complex
GO:0005942	3	phosphatidylinositol 3-kinase complex
GO:0009538	3	photosystem I reaction center
GO:0009539	3	photosystem II reaction center
GO:0009654	3	photosystem II oxygen evolving complex
GO:0009782	3	photosystem I antenna complex
GO:0009783	3	photosystem II antenna complex
GO:0010006	3	Toc complex
GO:0010278	3	chloroplast outer membrane translocon
GO:0010598	3	NAD(P)H dehydrogenase complex (plastoquinone)
GO:0046930	3	pore complex
GO:0016472	3	sodium ion-transporting two-sector ATPase complex
GO:0017090	3	meprin A complex
GO:0030897	3	HOPS complex
GO:0030964	3	NADH dehydrogenase complex
GO:0031201	3	SNARE complex
GO:0031205	3	endoplasmic reticulum Sec complex
GO:0031207	3	Sec62/Sec63 complex
GO:0031897	3	Tic complex
GO:0032936	3	SREBP-SCAP complex
GO:0032937	3	SREBP-SCAP-Insig complex
GO:0032969	3	endosomal scaffold complex
GO:0033177	3	proton-transporting two-sector ATPase complex, proton-transporting domain
GO:0033178	3	proton-transporting two-sector ATPase complex, catalytic domain
GO:0033282	3	protein C inhibitor-acrosin complex
GO:0034424	3	Vps55/Vps68 complex
GO:0034448	3	EGO complex
GO:0035369	3	pre-B cell receptor complex
GO:0042765	3	GPI-anchor transamidase complex
GO:0042824	3	MHC class I peptide loading complex
GO:0042825	3	TAP complex
GO:0043913	3	chromosome segregation-directing complex
GO:0044570	3	starch utilization system complex
GO:0045265	3	proton-transporting ATP synthase, stator stalk
GO:0045267	3	proton-transporting ATP synthase, catalytic core
GO:0045269	3	proton-transporting ATP synthase, central stalk
GO:0061742	3	chaperone-mediated autophagy translocation complex
GO:0061779	3	Tapasin-ERp57 complex
GO:0071256	3	translocon complex
GO:0071439	3	clathrin complex
GO:0071986	3	Ragulator complex
GO:0072546	3	ER membrane protein complex
GO:0097658	3	Asi complex
GO:0098797	3	plasma membrane protein complex
GO:0098799	3	outer mitochondrial membrane protein complex
GO:0098800	3	inner mitochondrial membrane protein complex
GO:0098803	3	respiratory chain complex
GO:0098807	3	chloroplast thylakoid membrane protein complex
GO:0106083	3	nuclear membrane protein complex
GO:0106103	3	COPII vesicles tethering complex
GO:1902495	3	transmembrane transporter complex
GO:1990063	3	Bam protein complex
GO:1990231	3	STING complex
GO:1990629	3	phospholamban complex
GO:1990850	3	H-gal-GP complex
GO:1990862	3	nuclear membrane complex Bqt3-Bqt4
GO:0002169	3	3-methylcrotonyl-CoA carboxylase complex, mitochondrial
GO:0002187	3	mitochondrial creatine kinase complex
GO:0005757	3	mitochondrial permeability transition pore complex
GO:0005760	3	gamma DNA polymerase complex
GO:0005761	3	mitochondrial ribosome
GO:0005762	3	mitochondrial large ribosomal subunit
GO:0005763	3	mitochondrial small ribosomal subunit
GO:0005967	3	mitochondrial pyruvate dehydrogenase complex
GO:0017087	3	mitochondrial processing peptidase complex
GO:0017133	3	mitochondrial electron transfer flavoprotein complex
GO:0019910	3	mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex
GO:0030678	3	mitochondrial ribonuclease P complex
GO:0034245	3	mitochondrial DNA-directed RNA polymerase complex
GO:0034985	3	Ecsit-NDUFAF1 complex
GO:0042719	3	mitochondrial intermembrane space protein transporter complex
GO:0043294	3	mitochondrial glutamate synthase complex (NADH)
GO:0045025	3	mitochondrial degradosome
GO:0106098	3	NAGS/NAGK complex
GO:0000145	3	exocyst
GO:0000938	3	GARP complex
GO:0017119	3	Golgi transport complex
GO:0030008	3	TRAPP complex
GO:0033263	3	CORVET complex
GO:0070939	3	Dsl1/NZR complex
GO:0005832	3	chaperonin-containing T-complex
GO:0016465	3	chaperonin ATPase complex
GO:0033254	3	vacuolar transporter chaperone complex
GO:0034664	3	Ig heavy chain-bound endoplasmic reticulum chaperone complex
GO:0062011	3	mitochondrial respiratory chain complex IV pre-assembly complex
GO:1990565	3	HSP90-CDC37 chaperone complex
GO:0034715	3	pICln-Sm protein complex
GO:0034718	3	SMN-Gemin2 complex
GO:0034719	3	SMN-Sm protein complex
GO:0120115	3	Lsm2-8 complex
GO:1990726	3	Lsm1-7-Pat1 complex
GO:0019907	3	cyclin-dependent protein kinase activating kinase holoenzyme complex
GO:0150006	3	urease activator complex
GO:1902694	3	superoxide dismutase copper chaperone complex
GO:1902773	3	GTPase activator complex
GO:0000015	3	phosphopyruvate hydratase complex
GO:0000118	3	histone deacetylase complex
GO:0000172	3	ribonuclease MRP complex
GO:0002197	3	xanthine dehydrogenase complex
GO:0005950	3	anthranilate synthase complex
GO:0005951	3	carbamoyl-phosphate synthase complex
GO:0043033	3	isoamylase complex
GO:0008247	3	1-alkyl-2-acetylglycerophosphocholine esterase complex
GO:0009316	3	3-isopropylmalate dehydratase complex
GO:0009317	3	acetyl-CoA carboxylase complex
GO:0009318	3	exodeoxyribonuclease VII complex
GO:0009320	3	phosphoribosylaminoimidazole carboxylase complex
GO:0009322	3	trimethylamine-N-oxide reductase complex
GO:0009325	3	nitrate reductase complex
GO:0009326	3	formate dehydrogenase complex
GO:0009328	3	phenylalanine-tRNA ligase complex
GO:0009332	3	glutamate-tRNA ligase complex
GO:0009334	3	3-phenylpropionate dioxygenase complex
GO:0009338	3	exodeoxyribonuclease V complex
GO:0009341	3	beta-galactosidase complex
GO:0009343	3	biotin carboxylase complex
GO:0009345	3	glycine-tRNA ligase complex
GO:0009350	3	ethanolamine ammonia-lyase complex
GO:0009390	3	dimethyl sulfoxide reductase complex
GO:0010007	3	magnesium chelatase complex
GO:0010169	3	thioglucosidase complex
GO:0015050	3	methane monooxygenase complex
GO:0017109	3	glutamate-cysteine ligase complex
GO:0031429	3	box H/ACA snoRNP complex
GO:0031510	3	SUMO activating enzyme complex
GO:0033202	3	DNA helicase complex
GO:0034615	3	GCH1 complex
GO:0035550	3	urease complex
GO:0036087	3	glutathione synthase complex
GO:0044569	3	[Ni-Fe] hydrogenase complex
GO:0044678	3	CoB-CoM heterodisulfide reductase complex
GO:0044679	3	methanophenazine reducing hydrogenase complex
GO:0044681	3	sulfopyruvate decarboxylase complex
GO:0048492	3	ribulose bisphosphate carboxylase complex
GO:0052718	3	tRNA-specific adenosine-34 deaminase complex
GO:0071012	3	catalytic step 1 spliceosome
GO:0071013	3	catalytic step 2 spliceosome
GO:0071513	3	phosphopantothenoylcysteine decarboxylase complex
GO:0072589	3	box H/ACA scaRNP complex
GO:0097342	3	ripoptosome
GO:0106055	3	mannosyl-oligosaccharide 1,2-alpha-mannosidase complex
GO:0120123	3	ubiquitin activating enzyme complex
GO:1902508	3	2-iminoacetate synthase complex
GO:1902515	3	thioredoxin-disulfide reductase complex
GO:1902560	3	GMP reductase complex
GO:1902687	3	glucosidase complex
GO:1902693	3	superoxide dismutase complex
GO:1902792	3	pyrroline-5-carboxylate reductase complex
GO:1902793	3	glutamate decarboxylase complex
GO:1903293	3	phosphatase complex
GO:1903600	3	glutaminase complex
GO:1903958	3	nitric-oxide synthase complex
GO:1904176	3	carbon phosphorus lyase complex
GO:1904852	3	trimethylamine-N-oxide reductase (cytochrome c) complex
GO:1904949	3	ATPase complex
GO:1904974	3	heparanase complex
GO:1905202	3	methylcrotonoyl-CoA carboxylase complex
GO:1905348	3	endonuclease complex
GO:1905354	3	exoribonuclease complex
GO:1905360	3	GTPase complex
GO:1905368	3	peptidase complex
GO:1905379	3	beta-N-acetylhexosaminidase complex
GO:1905862	3	ferroxidase complex
GO:1990148	3	glutamate dehydrogenase complex
GO:1990233	3	intramolecular phosphotransferase complex
GO:1990234	3	transferase complex
GO:1990358	3	xylanosome
GO:0097179	3	protease inhibitor complex
GO:1990082	3	DnaA-L2 complex
GO:1990083	3	DnaA-Hda complex
GO:1990084	3	DnaA-Dps complex
GO:1990085	3	Hda-beta clamp complex
GO:1990329	3	IscS-TusA complex
GO:1990330	3	IscS-IscU complex
GO:1904564	3	Nbp35-Cfd1 ATPase complex
GO:1990250	3	transcription-coupled nucleotide-excision repair, DNA damage recognition complex
GO:0061852	3	retrograte transporter complex, Golgi to ER
GO:1902556	3	phosphatidylinositol transporter complex
GO:1990350	3	glucose transporter complex
GO:1990429	3	peroxisomal importomer complex
GO:1990531	3	phospholipid-translocating ATPase complex
GO:0000109	3	nucleotide-excision repair complex
GO:0009380	3	excinuclease repair complex
GO:0032300	3	mismatch repair complex
GO:0070419	3	nonhomologous end joining complex
