Term	distance	Annotation
GO:1901046	3	positive regulation of oviposition
GO:1902437	3	positive regulation of male mating behavior
GO:1903370	3	positive regulation of foraging behavior
GO:1904061	3	positive regulation of locomotor rhythm
GO:2000987	3	positive regulation of behavioral fear response
GO:0042321	3	negative regulation of circadian sleep/wake cycle, sleep
GO:0090327	3	negative regulation of locomotion involved in locomotory behavior
GO:1901045	3	negative regulation of oviposition
GO:1902436	3	negative regulation of male mating behavior
GO:1903369	3	negative regulation of foraging behavior
GO:1904060	3	negative regulation of locomotor rhythm
GO:1904326	3	negative regulation of circadian sleep/wake cycle, wakefulness
GO:2000986	3	negative regulation of behavioral fear response
GO:0042749	3	regulation of circadian sleep/wake cycle
GO:0046662	3	regulation of oviposition
GO:0090325	3	regulation of locomotion involved in locomotory behavior
GO:0090328	3	regulation of olfactory learning
GO:1902435	3	regulation of male mating behavior
GO:1903368	3	regulation of foraging behavior
GO:1904059	3	regulation of locomotor rhythm
GO:2000822	3	regulation of behavioral fear response
GO:0002118	3	aggressive behavior
GO:0035176	3	social behavior
GO:0035737	3	injection of substance in to other organism
GO:0060757	3	adult foraging behavior
GO:0060758	3	foraging behavior by probing substrate
GO:0036343	3	psychomotor behavior
GO:0098582	3	innate vocalization behavior
GO:0098583	3	learned vocalization behavior
GO:1904073	3	regulation of trophectodermal cell proliferation
GO:1904074	3	negative regulation of trophectodermal cell proliferation
GO:1904075	3	positive regulation of trophectodermal cell proliferation
GO:2000101	3	regulation of mammary stem cell proliferation
GO:2000102	3	negative regulation of mammary stem cell proliferation
GO:2000103	3	positive regulation of mammary stem cell proliferation
GO:1901645	3	regulation of synoviocyte proliferation
GO:1901646	3	negative regulation of synoviocyte proliferation
GO:1901647	3	positive regulation of synoviocyte proliferation
GO:0003420	3	regulation of growth plate cartilage chondrocyte proliferation
GO:0003423	3	growth plate cartilage chondrocyte division
GO:0061913	3	positive regulation of growth plate cartilage chondrocyte proliferation
GO:0061914	3	negative regulation of growth plate cartilage chondrocyte proliferation
GO:0002053	3	positive regulation of mesenchymal cell proliferation
GO:0014858	3	positive regulation of skeletal muscle cell proliferation
GO:0033690	3	positive regulation of osteoblast proliferation
GO:0038091	3	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway
GO:0048146	3	positive regulation of fibroblast proliferation
GO:0048661	3	positive regulation of smooth muscle cell proliferation
GO:0050679	3	positive regulation of epithelial cell proliferation
GO:0060045	3	positive regulation of cardiac muscle cell proliferation
GO:0060252	3	positive regulation of glial cell proliferation
GO:0070346	3	positive regulation of fat cell proliferation
GO:0070665	3	positive regulation of leukocyte proliferation
GO:0071338	3	positive regulation of hair follicle cell proliferation
GO:0071864	3	positive regulation of cell proliferation in bone marrow
GO:0072513	3	positive regulation of secondary heart field cardioblast proliferation
GO:1901384	3	positive regulation of chorionic trophoblast cell proliferation
GO:1901724	3	positive regulation of cell proliferation involved in kidney development
GO:1902732	3	positive regulation of chondrocyte proliferation
GO:1904004	3	positive regulation of sebum secreting cell proliferation
GO:1905938	3	positive regulation of germ cell proliferation
GO:2000081	3	positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
GO:2000138	3	positive regulation of cell proliferation involved in heart morphogenesis
GO:2000179	3	positive regulation of neural precursor cell proliferation
GO:2000288	3	positive regulation of myoblast proliferation
GO:2000497	3	positive regulation of cell proliferation involved in compound eye morphogenesis
GO:2000648	3	positive regulation of stem cell proliferation
GO:0014859	3	negative regulation of skeletal muscle cell proliferation
GO:0033689	3	negative regulation of osteoblast proliferation
GO:0048147	3	negative regulation of fibroblast proliferation
GO:0048662	3	negative regulation of smooth muscle cell proliferation
GO:0050680	3	negative regulation of epithelial cell proliferation
GO:0060044	3	negative regulation of cardiac muscle cell proliferation
GO:0060244	3	negative regulation of cell proliferation involved in contact inhibition
GO:0060253	3	negative regulation of glial cell proliferation
GO:0070345	3	negative regulation of fat cell proliferation
GO:0070664	3	negative regulation of leukocyte proliferation
GO:0071337	3	negative regulation of hair follicle cell proliferation
GO:0072201	3	negative regulation of mesenchymal cell proliferation
GO:1901383	3	negative regulation of chorionic trophoblast cell proliferation
GO:1901723	3	negative regulation of cell proliferation involved in kidney development
GO:1902731	3	negative regulation of chondrocyte proliferation
GO:1903769	3	negative regulation of cell proliferation in bone marrow
GO:1904003	3	negative regulation of sebum secreting cell proliferation
GO:1905937	3	negative regulation of germ cell proliferation
GO:2000080	3	negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
GO:2000137	3	negative regulation of cell proliferation involved in heart morphogenesis
GO:2000178	3	negative regulation of neural precursor cell proliferation
GO:2000496	3	negative regulation of cell proliferation involved in compound eye morphogenesis
GO:2000647	3	negative regulation of stem cell proliferation
GO:2000818	3	negative regulation of myoblast proliferation
GO:0010464	3	regulation of mesenchymal cell proliferation
GO:0060916	3	mesenchymal cell proliferation involved in lung development
GO:0072135	3	kidney mesenchymal cell proliferation
GO:0072137	3	condensed mesenchymal cell proliferation
GO:0072138	3	mesenchymal cell proliferation involved in ureteric bud development
GO:0072198	3	mesenchymal cell proliferation involved in ureter development
GO:0090094	3	metanephric cap mesenchymal cell proliferation involved in metanephros development
GO:0014010	3	Schwann cell proliferation
GO:0060251	3	regulation of glial cell proliferation
GO:0061518	3	microglial cell proliferation
GO:0014855	3	striated muscle cell proliferation
GO:0048659	3	smooth muscle cell proliferation
GO:0033688	3	regulation of osteoblast proliferation
GO:2000495	3	regulation of cell proliferation involved in compound eye morphogenesis
GO:0002176	3	male germ cell proliferation
GO:1905936	3	regulation of germ cell proliferation
GO:0014857	3	regulation of skeletal muscle cell proliferation
GO:0048145	3	regulation of fibroblast proliferation
GO:0048660	3	regulation of smooth muscle cell proliferation
GO:0050678	3	regulation of epithelial cell proliferation
GO:0060043	3	regulation of cardiac muscle cell proliferation
GO:0060723	3	regulation of cell proliferation involved in embryonic placenta development
GO:0060784	3	regulation of cell proliferation involved in tissue homeostasis
GO:0061006	3	regulation of cell proliferation involved in kidney morphogenesis
GO:0070344	3	regulation of fat cell proliferation
GO:0070663	3	regulation of leukocyte proliferation
GO:0071336	3	regulation of hair follicle cell proliferation
GO:0071863	3	regulation of cell proliferation in bone marrow
GO:0072091	3	regulation of stem cell proliferation
GO:0090256	3	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis
GO:1901382	3	regulation of chorionic trophoblast cell proliferation
GO:1901722	3	regulation of cell proliferation involved in kidney development
GO:1904002	3	regulation of sebum secreting cell proliferation
GO:2000136	3	regulation of cell proliferation involved in heart morphogenesis
GO:2000177	3	regulation of neural precursor cell proliferation
GO:2000291	3	regulation of myoblast proliferation
GO:0003267	3	canonical Wnt signaling pathway involved in positive regulation of secondary heart field cardioblast proliferation
GO:0044343	3	canonical Wnt signaling pathway involved in regulation of type B pancreatic cell proliferation
GO:0061315	3	canonical Wnt signaling pathway involved in positive regulation of cardiac muscle cell proliferation
GO:0061324	3	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation
GO:1905474	3	canonical Wnt signaling pathway involved in stem cell proliferation
GO:0048135	3	female germ-line cyst formation
GO:0048136	3	male germ-line cyst formation
GO:0061385	3	fibroblast proliferation involved in heart morphogenesis
GO:0072343	3	pancreatic stellate cell proliferation
GO:1990922	3	hepatic stellate cell proliferation
GO:0001935	3	endothelial cell proliferation
GO:0033598	3	mammary gland epithelial cell proliferation
GO:0043616	3	keratinocyte proliferation
GO:0044342	3	type B pancreatic cell proliferation
GO:0050674	3	urothelial cell proliferation
GO:0060502	3	epithelial cell proliferation involved in lung morphogenesis
GO:0060664	3	epithelial cell proliferation involved in salivary gland morphogenesis
GO:0072575	3	epithelial cell proliferation involved in liver morphogenesis
GO:0097166	3	lens epithelial cell proliferation
GO:0097325	3	melanocyte proliferation
GO:1990705	3	cholangiocyte proliferation
GO:1990739	3	granulosa cell proliferation
GO:1990789	3	thyroid gland epithelial cell proliferation
GO:1990863	3	acinar cell proliferation
GO:2001013	3	epithelial cell proliferation involved in renal tubule morphogenesis
GO:0014844	3	myoblast proliferation involved in skeletal muscle regeneration
GO:0110021	3	cardiac muscle myoblast proliferation
GO:0060720	3	spongiotrophoblast cell proliferation
GO:0003249	3	cell proliferation involved in heart valve morphogenesis
GO:0003263	3	cardioblast proliferation
GO:0003295	3	cell proliferation involved in atrial ventricular junction remodeling
GO:0061325	3	cell proliferation involved in outflow tract morphogenesis
GO:1905315	3	cell proliferation involved in endocardial cushion morphogenesis
GO:0007405	3	neuroblast proliferation
GO:0010456	3	cell proliferation in dorsal spinal cord
GO:0021534	3	cell proliferation in hindbrain
GO:0021846	3	cell proliferation in forebrain
GO:0021992	3	cell proliferation involved in neural plate elongation
GO:0022034	3	rhombomere cell proliferation
GO:0033278	3	cell proliferation in midbrain
GO:0070444	3	oligodendrocyte progenitor proliferation
GO:0070342	3	brown fat cell proliferation
GO:0070343	3	white fat cell proliferation
GO:0002158	3	osteoclast proliferation
GO:0032943	3	mononuclear cell proliferation
GO:0061516	3	monocyte proliferation
GO:0061517	3	macrophage proliferation
GO:0070662	3	mast cell proliferation
GO:0071425	3	hematopoietic stem cell proliferation
GO:0097168	3	mesenchymal stem cell proliferation
GO:0039015	3	cell proliferation involved in pronephros development
GO:0061209	3	cell proliferation involved in mesonephros development
GO:0072110	3	glomerular mesangial cell proliferation
GO:0072122	3	extraglomerular mesangial cell proliferation
GO:0072203	3	cell proliferation involved in metanephros development
GO:0051304	3	chromosome separation
GO:0051983	3	regulation of chromosome segregation
GO:0051984	3	positive regulation of chromosome segregation
GO:0051985	3	negative regulation of chromosome segregation
GO:0098813	3	nuclear chromosome segregation
GO:0000226	3	microtubule cytoskeleton organization
GO:0007018	3	microtubule-based movement
GO:0008103	3	oocyte microtubule cytoskeleton polarization
GO:0031023	3	microtubule organizing center organization
GO:0032121	3	meiotic attachment of telomeric heterochromatin to spindle pole body
GO:0032886	3	regulation of microtubule-based process
GO:0051231	3	spindle elongation
GO:0051255	3	spindle midzone assembly
GO:0060152	3	microtubule-based peroxisome localization
GO:0007093	3	mitotic cell cycle checkpoint
GO:0031570	3	DNA integrity checkpoint
GO:0031577	3	spindle checkpoint
GO:0033313	3	meiotic cell cycle checkpoint
GO:0072394	3	detection of stimulus involved in cell cycle checkpoint
GO:0072395	3	signal transduction involved in cell cycle checkpoint
GO:1901976	3	regulation of cell cycle checkpoint
GO:1901977	3	negative regulation of cell cycle checkpoint
GO:1901978	3	positive regulation of cell cycle checkpoint
GO:0010590	3	regulation of septum digestion after cytokinesis
GO:0030994	3	primary cell septum disassembly
GO:0030995	3	cell septum edging catabolic process
GO:1904652	3	protein localization to cell division site involved in cell separation after cytokinesis
GO:1905391	3	regulation of protein localization to cell division site involved in cell separation after cytokinesis
GO:2001042	3	negative regulation of septum digestion after cytokinesis
GO:2001043	3	positive regulation of septum digestion after cytokinesis
GO:0002266	3	follicular dendritic cell activation
GO:0007407	3	neuroblast activation
GO:0014719	3	skeletal muscle satellite cell activation
GO:0030168	3	platelet activation
GO:0032980	3	keratinocyte activation
GO:0042118	3	endothelial cell activation
GO:0044566	3	chondrocyte activation
GO:0050865	3	regulation of cell activation
GO:0050866	3	negative regulation of cell activation
GO:0050867	3	positive regulation of cell activation
GO:0061900	3	glial cell activation
GO:0071892	3	thrombocyte activation
GO:0072537	3	fibroblast activation
GO:0010497	3	plasmodesmata-mediated intercellular transport
GO:0110077	3	vesicle-mediated intercellular transport
GO:1990349	3	gap junction-mediated intercellular transport
GO:0042026	3	protein refolding
GO:0006458	3	'de novo' protein folding
GO:0007023	3	post-chaperonin tubulin folding pathway
GO:0022417	3	protein maturation by protein folding
GO:0034975	3	protein folding in endoplasmic reticulum
GO:0061077	3	chaperone-mediated protein folding
GO:1903332	3	regulation of protein folding
GO:1903333	3	negative regulation of protein folding
GO:1903334	3	positive regulation of protein folding
GO:0002764	3	immune response-regulating signaling pathway
GO:0035556	3	intracellular signal transduction
GO:0006984	3	ER-nucleus signaling pathway
GO:0007166	3	cell surface receptor signaling pathway
GO:0007186	3	G protein-coupled receptor signaling pathway
GO:0007210	3	serotonin receptor signaling pathway
GO:0007231	3	osmosensory signaling pathway
GO:0007602	3	phototransduction
GO:0009755	3	hormone-mediated signaling pathway
GO:0009756	3	carbohydrate mediated signaling
GO:0009863	3	salicylic acid mediated signaling pathway
GO:0009870	3	defense response signaling pathway, resistance gene-dependent
GO:0009966	3	regulation of signal transduction
GO:0009967	3	positive regulation of signal transduction
GO:0009968	3	negative regulation of signal transduction
GO:0010017	3	red or far-red light signaling pathway
GO:0010019	3	chloroplast-nucleus signaling pathway
GO:0010204	3	defense response signaling pathway, resistance gene-independent
GO:0010850	3	regulation of blood pressure by chemoreceptor signaling pathway
GO:0023014	3	signal transduction by protein phosphorylation
GO:0023019	3	signal transduction involved in regulation of gene expression
GO:0023041	3	neuronal signal transduction
GO:0023045	3	signal transduction by conformational transition
GO:0030522	3	intracellular receptor signaling pathway
GO:0030968	3	endoplasmic reticulum unfolded protein response
GO:0031930	3	mitochondria-nucleus signaling pathway
GO:0032005	3	signal transduction involved in positive regulation of conjugation with cellular fusion
GO:0038034	3	signal transduction in absence of ligand
GO:0038183	3	bile acid signaling pathway
GO:0055095	3	lipoprotein particle mediated signaling
GO:0060395	3	SMAD protein signal transduction
GO:0060863	3	regulation of floral organ abscission by signal transduction
GO:0071588	3	hydrogen peroxide mediated signaling pathway
GO:0090520	3	sphingolipid mediated signaling pathway
GO:0097190	3	apoptotic signaling pathway
GO:0097411	3	hypoxia-inducible factor-1alpha signaling pathway
GO:0097527	3	necroptotic signaling pathway
GO:0098926	3	postsynaptic signal transduction
GO:0098928	3	presynaptic signal transduction
GO:0099004	3	calmodulin dependent kinase signaling pathway
GO:1902420	3	signal transduction involved in Dma1-dependent checkpoint
GO:1903759	3	signal transduction involved in regulation of aerobic respiration
GO:1903822	3	signal transduction involved in morphogenesis checkpoint
GO:1903831	3	signal transduction involved in cellular response to ammonium ion
GO:1990806	3	ligand-gated ion channel signaling pathway
GO:0016080	3	synaptic vesicle targeting
GO:0045479	3	vesicle targeting to fusome
GO:0048199	3	vesicle targeting, to, from or within Golgi
GO:0048201	3	vesicle targeting, plasma membrane to endosome
GO:0099022	3	vesicle tethering
GO:0140025	3	contractile vacuole tethering involved in discharge
GO:0030541	3	plasmid partitioning
GO:0060908	3	plasmid copy number maintenance
GO:0030048	3	actin filament-based movement
GO:0051270	3	regulation of cellular component movement
GO:0051271	3	negative regulation of cellular component movement
GO:0051272	3	positive regulation of cellular component movement
GO:0097485	3	neuron projection guidance
GO:0099129	3	cochlear outer hair cell electromotile response
GO:0000768	3	syncytium formation by plasma membrane fusion
GO:0000769	3	syncytium formation by mitosis without cytokinesis
GO:0000278	3	mitotic cell cycle
GO:0051726	3	regulation of cell cycle
GO:0045786	3	negative regulation of cell cycle
GO:0045787	3	positive regulation of cell cycle
GO:0000756	3	response to pheromone regulating conjugation with mutual genetic exchange
GO:0007412	3	axon target recognition
GO:0010643	3	cell communication by chemical coupling
GO:0010644	3	cell communication by electrical coupling
GO:0010646	3	regulation of cell communication
GO:0010647	3	positive regulation of cell communication
GO:0010648	3	negative regulation of cell communication
GO:0019226	3	transmission of nerve impulse
GO:0031668	3	cellular response to extracellular stimulus
GO:0060883	3	regulation of basement membrane disassembly involved in semicircular canal fusion by cell communication
GO:0086065	3	cell communication involved in cardiac conduction
GO:0030010	3	establishment of cell polarity
GO:0016332	3	establishment or maintenance of polarity of embryonic epithelium
GO:0016334	3	establishment or maintenance of polarity of follicular epithelium
GO:0016336	3	establishment or maintenance of polarity of larval imaginal disc epithelium
GO:0030011	3	maintenance of cell polarity
GO:0030952	3	establishment or maintenance of cytoskeleton polarity
GO:0032878	3	regulation of establishment or maintenance of cell polarity
GO:0042067	3	establishment of ommatidial planar polarity
GO:0045196	3	establishment or maintenance of neuroblast polarity
GO:0061163	3	endoplasmic reticulum polarization
GO:0061245	3	establishment or maintenance of bipolar cell polarity
GO:0061339	3	establishment or maintenance of monopolar cell polarity
GO:0071963	3	establishment or maintenance of cell polarity regulating cell shape
GO:0008366	3	axon ensheathment
GO:0032295	3	ensheathment of neuronal cell bodies
GO:0012501	3	programmed cell death
GO:0070265	3	necrotic cell death
GO:0010941	3	regulation of cell death
GO:0010942	3	positive regulation of cell death
GO:0036473	3	cell death in response to oxidative stress
GO:0060548	3	negative regulation of cell death
GO:0070997	3	neuron death
GO:0006910	3	phagocytosis, recognition
GO:0008038	3	neuron recognition
GO:0009988	3	cell-cell recognition
GO:0009989	3	cell-matrix recognition
GO:0042268	3	regulation of cytolysis
GO:0045918	3	negative regulation of cytolysis
GO:0045919	3	positive regulation of cytolysis
GO:0010119	3	regulation of stomatal movement
GO:0090332	3	stomatal closure
GO:1901527	3	abscisic acid-activated signaling pathway involved in stomatal movement
GO:1901528	3	hydrogen peroxide mediated signaling pathway involved in stomatal movement
GO:1905588	3	plant-type cell wall modification involved in stomatal movement
GO:1990069	3	stomatal opening
GO:0016038	3	absorption of visible light
GO:0016039	3	absorption of UV light
GO:0006325	3	chromatin organization
GO:0006996	3	organelle organization
GO:0007028	3	cytoplasm organization
GO:0010256	3	endomembrane system organization
GO:0022607	3	cellular component assembly
GO:0022411	3	cellular component disassembly
GO:0030030	3	cell projection organization
GO:0032122	3	oral apparatus organization
GO:0032535	3	regulation of cellular component size
GO:0032989	3	cellular component morphogenesis
GO:0034330	3	cell junction organization
GO:0034994	3	microtubule organizing center attachment site organization
GO:0035845	3	photoreceptor cell outer segment organization
GO:0043062	3	extracellular structure organization
GO:0043580	3	periplasmic space organization
GO:0043933	3	protein-containing complex subunit organization
GO:0043954	3	cellular component maintenance
GO:0044396	3	actin cortical patch organization
GO:0045229	3	external encapsulating structure organization
GO:0050808	3	synapse organization
GO:0051128	3	regulation of cellular component organization
GO:0051129	3	negative regulation of cellular component organization
GO:0051130	3	positive regulation of cellular component organization
GO:0061024	3	membrane organization
GO:0080177	3	plastoglobule organization
GO:0090143	3	nucleoid organization
GO:0097435	3	supramolecular fiber organization
GO:0099172	3	presynapse organization
GO:0099173	3	postsynapse organization
GO:1904186	3	post-anaphase microtubule array organization
GO:1990456	3	mitochondrion-endoplasmic reticulum membrane tethering
GO:1990700	3	nucleolar chromatin organization
GO:1990709	3	presynaptic active zone organization
GO:1990854	3	vacuole-ER tethering
GO:0006342	3	chromatin silencing
GO:0010978	3	gene silencing involved in chronological cell aging
GO:0016441	3	posttranscriptional gene silencing
GO:0031047	3	gene silencing by RNA
GO:0060968	3	regulation of gene silencing
GO:0060969	3	negative regulation of gene silencing
GO:0098795	3	mRNA cleavage involved in gene silencing
GO:0045454	3	cell redox homeostasis
GO:0006884	3	cell volume homeostasis
GO:0006973	3	intracellular accumulation of glycerol
GO:0010992	3	ubiquitin recycling
GO:0032201	3	telomere maintenance via semi-conservative replication
GO:0046716	3	muscle cell cellular homeostasis
GO:0055082	3	cellular chemical homeostasis
GO:0070050	3	neuron cellular homeostasis
GO:0000320	3	re-entry into mitotic cell cycle
GO:0000910	3	cytokinesis
GO:0007050	3	cell cycle arrest
GO:0007051	3	spindle organization
GO:0007062	3	sister chromatid cohesion
GO:0007098	3	centrosome cycle
GO:0007099	3	centriole replication
GO:0007348	3	regulation of syncytial blastoderm mitotic cell cycle
GO:0008608	3	attachment of spindle microtubules to kinetochore
GO:0010457	3	centriole-centriole cohesion
GO:0010564	3	regulation of cell cycle process
GO:0010948	3	negative regulation of cell cycle process
GO:0030037	3	actin filament reorganization involved in cell cycle
GO:0051300	3	spindle pole body organization
GO:0032506	3	cytokinetic process
GO:0044770	3	cell cycle phase transition
GO:0034085	3	establishment of sister chromatid cohesion
GO:0034086	3	maintenance of sister chromatid cohesion
GO:0034510	3	centromere separation
GO:0034631	3	microtubule anchoring at spindle pole body
GO:0044786	3	cell cycle DNA replication
GO:0044837	3	actomyosin contractile ring organization
GO:0045023	3	G0 to G1 transition
GO:0051298	3	centrosome duplication
GO:0051299	3	centrosome separation
GO:0051305	3	chromosome movement towards spindle pole
GO:0051653	3	spindle localization
GO:0060184	3	cell cycle switching
GO:0061511	3	centriole elongation
GO:0070314	3	G1 to G0 transition
GO:0071163	3	DNA replication preinitiation complex assembly
GO:0071990	3	maintenance of protein location to spindle pole body
GO:0090068	3	positive regulation of cell cycle process
GO:0097240	3	chromosome attachment to the nuclear envelope
GO:0110046	3	signal transduction involved in cell cycle switching, mitotic to meiotic cell cycle
GO:0110100	3	spindle pole body separation
GO:1902291	3	cell cycle DNA replication DNA ligation
GO:1902292	3	cell cycle DNA replication initiation
GO:1902294	3	cell cycle DNA replication termination
GO:1902295	3	synthesis of RNA primer involved in cell cycle DNA replication
GO:1902296	3	DNA strand elongation involved in cell cycle DNA replication
GO:1902297	3	cell cycle DNA replication DNA unwinding
GO:1902298	3	cell cycle DNA replication maintenance of fidelity
GO:1902299	3	pre-replicative complex assembly involved in cell cycle DNA replication
GO:1903047	3	mitotic cell cycle process
GO:1990598	3	repair of mitotic mono-orientation defects
GO:2000689	3	actomyosin contractile ring assembly actin filament organization
GO:2000708	3	myosin filament organization involved in cytokinetic actomyosin contractile ring assembly
GO:0022614	3	membrane to membrane docking
GO:0022615	3	protein to membrane docking
GO:0140056	3	organelle localization by membrane tethering
GO:0001549	3	cumulus cell differentiation
GO:0001555	3	oocyte growth
GO:0001556	3	oocyte maturation
GO:0001675	3	acrosome assembly
GO:0002078	3	membrane fusion involved in acrosome reaction
GO:0007053	3	spindle assembly involved in male meiosis
GO:0007056	3	spindle assembly involved in female meiosis
GO:0007060	3	male meiosis chromosome segregation
GO:0007065	3	male meiosis sister chromatid cohesion
GO:0007066	3	female meiosis sister chromatid cohesion
GO:0007112	3	male meiosis cytokinesis
GO:0007140	3	male meiotic nuclear division
GO:0007143	3	female meiotic nuclear division
GO:0007277	3	pole cell development
GO:0007278	3	pole cell fate determination
GO:0007281	3	germ cell development
GO:0007282	3	cystoblast division
GO:0007284	3	spermatogonial cell division
GO:0007285	3	primary spermatocyte growth
GO:0007287	3	Nebenkern assembly
GO:0007288	3	sperm axoneme assembly
GO:0007289	3	spermatid nucleus differentiation
GO:0007290	3	spermatid nucleus elongation
GO:0007294	3	germarium-derived oocyte fate determination
GO:0007296	3	vitellogenesis
GO:0007297	3	ovarian follicle cell migration
GO:0007306	3	eggshell chorion assembly
GO:0007307	3	eggshell chorion gene amplification
GO:0007308	3	oocyte construction
GO:0007315	3	pole plasm assembly
GO:0007342	3	fusion of sperm to egg plasma membrane involved in single fertilization
GO:0008069	3	dorsal/ventral axis specification, ovarian follicular epithelium
GO:0008302	3	female germline ring canal formation, actin assembly
GO:0008335	3	female germline ring canal stabilization
GO:0008354	3	germ cell migration
GO:0009560	3	embryo sac egg cell differentiation
GO:0009829	3	cell wall modification involved in fruit ripening
GO:0009994	3	oocyte differentiation
GO:0016321	3	female meiosis chromosome segregation
GO:0016325	3	oocyte microtubule cytoskeleton organization
GO:0016345	3	female meiotic chromosome movement towards spindle pole
GO:0016346	3	male meiotic chromosome movement towards spindle pole
GO:0030707	3	ovarian follicle cell development
GO:0030713	3	ovarian follicle cell stalk formation
GO:0030714	3	anterior/posterior axis specification, follicular epithelium
GO:0030719	3	P granule organization
GO:0030725	3	germline ring canal formation
GO:0035045	3	sperm plasma membrane disassembly
GO:0035092	3	sperm chromatin condensation
GO:0035093	3	spermatogenesis, exchange of chromosomal proteins
GO:0035232	3	germ cell attraction
GO:0035233	3	germ cell repulsion
GO:0035803	3	egg coat formation
GO:0040038	3	polar body extrusion after meiotic divisions
GO:0042070	3	maintenance of oocyte nucleus location involved in oocyte dorsal/ventral axis specification
GO:0042078	3	germ-line stem cell division
GO:0042699	3	follicle-stimulating hormone signaling pathway
GO:0042701	3	progesterone secretion
GO:0043046	3	DNA methylation involved in gamete generation
GO:0044345	3	stromal-epithelial cell signaling involved in prostate gland development
GO:0045476	3	nurse cell apoptotic process
GO:0045478	3	fusome organization
GO:0046594	3	maintenance of pole plasm mRNA location
GO:0048137	3	spermatocyte division
GO:0048235	3	pollen sperm cell differentiation
GO:0048240	3	sperm capacitation
GO:0048515	3	spermatid differentiation
GO:0048600	3	oocyte fate commitment
GO:0048601	3	oocyte morphogenesis
GO:0055047	3	generative cell mitosis
GO:0060833	3	Wnt signaling pathway involved in animal/vegetal axis specification
GO:0061364	3	apoptotic process involved in luteolysis
GO:0061935	3	fusion of sperm to egg plasma membrane involved in double fertilization forming two zygotes
GO:0061936	3	fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm
GO:0061954	3	positive regulation of actin filament polymerization involved in sperm capacitation
GO:0061988	3	karyosome formation
GO:0080166	3	stomium development
GO:0080173	3	male-female gamete recognition during double fertilization forming a zygote and endosperm
GO:0090376	3	seed trichome differentiation
GO:0090377	3	seed trichome initiation
GO:0090378	3	seed trichome elongation
GO:0090379	3	secondary cell wall biogenesis involved in seed trichome differentiation
GO:0090380	3	seed trichome maturation
GO:1903537	3	meiotic cell cycle process involved in oocyte maturation
GO:1905198	3	manchette assembly
GO:1905199	3	manchette disassembly
GO:1990953	3	intramanchette transport
GO:0051014	3	actin filament severing
GO:0030036	3	actin cytoskeleton organization
GO:0032970	3	regulation of actin filament-based process
GO:0006313	3	transposition, DNA-mediated
GO:0010528	3	regulation of transposition
GO:0010529	3	negative regulation of transposition
GO:0010530	3	positive regulation of transposition
GO:0032197	3	transposition, RNA-mediated
GO:0032198	3	MITE transposition
GO:0070893	3	transposon integration
GO:0001820	3	serotonin secretion
GO:0023061	3	signal release
GO:0006887	3	exocytosis
GO:0009306	3	protein secretion
GO:0010585	3	glutamine secretion
GO:0014047	3	glutamate secretion
GO:0044097	3	secretion by the type IV secretion system
GO:0050432	3	catecholamine secretion
GO:0061033	3	secretion by lung epithelial cell involved in lung growth
GO:0061528	3	aspartate secretion
GO:0061531	3	primary amine secretion
GO:0061536	3	glycine secretion
GO:0061539	3	octopamine secretion
GO:0070278	3	extracellular matrix constituent secretion
GO:1903530	3	regulation of secretion by cell
GO:1903531	3	negative regulation of secretion by cell
GO:1903532	3	positive regulation of secretion by cell
GO:0043482	3	cellular pigment accumulation
GO:0048753	3	pigment granule organization
GO:0051875	3	pigment granule localization
GO:0061818	3	tRNA folding
GO:0007225	3	patched ligand maturation
GO:0038004	3	epidermal growth factor receptor ligand maturation
GO:0036167	3	phenotypic switching in response to host
GO:0090677	3	reversible differentiation
GO:1900239	3	regulation of phenotypic switching
GO:1900240	3	negative regulation of phenotypic switching
GO:1900241	3	positive regulation of phenotypic switching
GO:1900447	3	regulation of cell morphogenesis involved in phenotypic switching
GO:0000746	3	conjugation
GO:0009292	3	genetic transfer
GO:0009372	3	quorum sensing
GO:0030583	3	myxococcal fruiting body development
GO:0031152	3	aggregation involved in sorocarp development
GO:0039528	3	cytoplasmic pattern recognition receptor signaling pathway in response to virus
GO:0042710	3	biofilm formation
GO:0044803	3	multi-organism membrane organization
GO:0060274	3	maintenance of stationary phase
GO:1902588	3	multi-organism plasmodesmata-mediated intercellular transport
GO:1902590	3	multi-organism organelle organization
GO:0045104	3	intermediate filament cytoskeleton organization
GO:0010524	3	positive regulation of calcium ion transport into cytosol
GO:0030712	3	negative regulation of border follicle cell delamination
GO:0031136	3	positive regulation of conjugation
GO:0031643	3	positive regulation of myelination
GO:0032849	3	positive regulation of cellular pH reduction
GO:0042998	3	positive regulation of Golgi to plasma membrane protein transport
GO:0045597	3	positive regulation of cell differentiation
GO:0051284	3	positive regulation of sequestering of calcium ion
GO:0051781	3	positive regulation of cell division
GO:0060148	3	positive regulation of posttranscriptional gene silencing
GO:0060355	3	positive regulation of cell adhesion molecule production
GO:0061090	3	positive regulation of sequestering of zinc ion
